LIST.ID	AVTOR1	AVTOR2
2395	15649881	05949	25571
2396	15651862	03430	21754
2397	15656537	17005	32028
2398	15661832	23428	33655
2399	15662600	23428	33630
2400	15665241	07083	31487
2401	15667033	01467	12303
2402	15667033	01467	24344
2403	15667033	12303	24344
2404	15667545	22353	22649
2405	15667545	22353	28255
2406	15667545	22649	28255
2407	15669000	23428	33630
2408	15672409	11709	29584
2409	15680601	18838	28586
2410	15682137	07083	13651
2411	15684891	03430	21774
2412	15688537	08724	14273
2413	15696985	03430	29546
2414	15704153	01931	25993
2415	15710553	08722	28580
2416	15715161	01941	15106
2417	15719688	03430	26533
2418	15720793	17005	23904
2419	15720793	17005	25571
2420	15720793	23904	25571
2421	15721049	12191	23213
2422	15744008	13159	23428
2423	15745369	18750	23340
2424	15745625	01395	12040
2425	15745625	01395	19361
2426	15745625	12040	19361
2427	15748185	20268	22353
2428	15751513	17005	25571
2429	15758681	05953	08721
2430	15758681	05953	33617
2431	15758681	08721	33617
2432	15770969	19886	20271
2433	15771993	01395	08398
2434	15771993	01395	09573
2435	15771993	01395	11709
2436	15771993	01395	12040
2437	15771993	01395	12190
2438	15771993	01395	13430
2439	15771993	01395	20037
2440	15771993	01395	30109
2441	15771993	08398	09573
2442	15771993	08398	11709
2443	15771993	08398	12040
2444	15771993	08398	12190
2445	15771993	08398	13430
2446	15771993	08398	20037
2447	15771993	08398	30109
2448	15771993	09573	11709
2449	15771993	09573	12040
2450	15771993	09573	12190
2451	15771993	09573	13430
2452	15771993	09573	20037
2453	15771993	09573	30109
2454	15771993	11709	12040
2455	15771993	11709	12190
2456	15771993	11709	13430
2457	15771993	11709	20037
2458	15771993	11709	30109
2459	15771993	12040	12190
2460	15771993	12040	13430
2461	15771993	12040	20037
2462	15771993	12040	30109
2463	15771993	12190	13430
2464	15771993	12190	20037
2465	15771993	12190	30109
2466	15771993	13430	20037
2467	15771993	13430	30109
2468	15771993	20037	30109
2469	15772902	14032	23213
2470	15772902	14032	26207
2471	15772902	23213	26207
2472	15773414	02978	07799
2473	1577689	06989	07390
2474	15777254	14032	23213
2475	15777254	14032	26207
2476	15777254	23213	26207
2477	15786585	07083	26522
2478	15812441	01931	16332
2479	15829593	16331	20268
2480	15829593	16331	22353
2481	15829593	20268	22353
2482	15832153	25993	26450
2483	15834139	03430	07446
2484	15834139	03430	22649
2485	15834139	07446	22649
2486	15842905	08398	12190
2487	15842905	08398	20267
2488	15842905	08398	30109
2489	15842905	12190	20267
2490	15842905	12190	30109
2491	15842905	20267	30109
2492	15850585	18893	23005
2493	15859483	10926	15646
2494	15859483	10926	24276
2495	15859483	10926	36989
2496	15859483	15646	24276
2497	15859483	15646	36989
2498	15859483	24276	36989
2499	15865945	08947	25594
2500	15868725	01467	30604
2501	15870553	18838	28586
2502	15872601	07083	31193
2503	15872601	07083	31487
2504	15872601	31193	31487
2505	15878745	01941	24421
2506	15880281	29964	36991
2507	15884121	01935	05949
2508	15884633	04310	23005
2509	15889160	04310	20272
2510	15894617	15518	36412
2511	15898139	03430	10499
2512	15898139	03430	20863
2513	15898139	03430	37172
2514	15898139	10499	20863
2515	15898139	10499	37172
2516	15898139	20863	37172
2517	15900761	07083	31192
2518	15904345	05949	11754
2519	15905625	07083	31192
2520	15908185	01467	12303
2521	15908185	01467	13260
2522	15908185	12303	13260
2523	15908697	01395	08398
2524	15908697	01395	09573
2525	15908697	01395	11709
2526	15908697	01395	12040
2527	15908697	01395	12190
2528	15908697	08398	09573
2529	15908697	08398	11709
2530	15908697	08398	12040
2531	15908697	08398	12190
2532	15908697	09573	11709
2533	15908697	09573	12040
2534	15908697	09573	12190
2535	15908697	11709	12040
2536	15908697	11709	12190
2537	15908697	12040	12190
2538	15909209	01931	24049
2539	15914329	25993	29919
2540	15916337	19236	20243
2541	15916337	19236	34870
2542	15916337	20243	34870
2543	15919961	29964	36991
2544	15926617	31193	31487
2545	15928153	07083	31192
2546	15928409	08398	19250
2547	15929433	11709	13430
2548	15929945	17005	22648
2549	15929945	17005	23904
2550	15929945	22648	23904
2551	15947481	09794	10972
2552	15947481	09794	13260
2553	15947481	09794	14276
2554	15947481	09794	18355
2555	15947481	10972	13260
2556	15947481	10972	14276
2557	15947481	10972	18355
2558	15947481	13260	14276
2559	15947481	13260	18355
2560	15947481	14276	18355
2561	15948633	29964	36991
2562	15950681	03342	07083
2563	15950681	03342	31193
2564	15950681	07083	31193
2565	15955995	09286	21237
2566	15955995	09286	21658
2567	15955995	09286	22241
2568	15955995	09286	35646
2569	15955995	21237	21658
2570	15955995	21237	22241
2571	15955995	21237	35646
2572	15955995	21658	22241
2573	15955995	21658	35646
2574	15955995	22241	35646
2575	1597064	05008	08404
2576	1597064	05008	19045
2577	1597064	05008	21437
2578	1597064	05008	22444
2579	1597064	08404	19045
2580	1597064	08404	21437
2581	1597064	08404	22444
2582	1597064	19045	21437
2583	1597064	19045	22444
2584	1597064	21437	22444
2585	15973209	15518	92087
2586	15974489	22353	22649
2587	15974489	22353	28255
2588	15974489	22649	28255
2589	15981401	05949	30823
2590	15997718	03430	29665
2591	16006745	24904	35012
2592	16008793	18750	23340
2593	16014344	13159	23428
2594	16014344	13159	28405
2595	16014344	23428	28405
2596	16019545	05952	24421
2597	16019545	05952	26450
2598	16019545	24421	26450
2599	1604399	03533	08041
2600	1604399	03533	35743
2601	1604399	08041	35743
2602	16047961	22353	22649
2603	16047961	22353	28255
2604	16047961	22649	28255
2605	16048217	15313	22649
2606	16048217	15313	33510
2607	16048217	22649	33510
2608	16049241	19886	20271
2609	16050198	18504	92446
2610	16050265	04310	20272
2611	16050265	04310	23005
2612	16050265	20272	23005
2613	16051289	03425	19886
2614	16051289	03425	20271
2615	16051289	03425	23467
2616	16051289	03425	27559
2617	16051289	19886	20271
2618	16051289	19886	23467
2619	16051289	19886	27559
2620	16051289	20271	23467
2621	16051289	20271	27559
2622	16051289	23467	27559
2623	16051990	18504	21821
2624	16059481	05949	22402
2625	16060936	08612	10928
2626	16060936	08612	23428
2627	16060936	08612	28405
2628	16060936	08612	40284
2629	16060936	10928	23428
2630	16060936	10928	28405
2631	16060936	10928	40284
2632	16060936	23428	28405
2633	16060936	23428	40284
2634	16060936	28405	40284
2635	16067080	08612	23428
2636	16067080	08612	28405
2637	16067080	23428	28405
2638	16067673	05953	08721
2639	16068441	07082	07680
2640	16068441	07082	18893
2641	16068441	07680	18893
2642	16069721	03425	19886
2643	16069721	03425	20271
2644	16069721	03425	23467
2645	16069721	03425	27559
2646	16069721	19886	20271
2647	16069721	19886	23467
2648	16069721	19886	27559
2649	16069721	20271	23467
2650	16069721	20271	27559
2651	16069721	23467	27559
2652	16069977	01941	14273
2653	16069977	01941	24421
2654	16069977	14273	24421
2655	16070233	04588	07083
2656	16073305	15854	26521
2657	16077401	10768	34640
2658	16078937	20839	23904
2659	16079193	17005	32028
2660	16079961	07083	31487
2661	16083801	05949	17005
2662	16089433	01941	19284
2663	16090201	07083	29964
2664	16093273	01395	09573
2665	16093529	18750	18893
2666	16094809	03342	18839
2667	16094809	03342	26522
2668	16094809	18839	26522
2669	16095065	15136	28582
2670	16097369	01467	15137
2671	1609833	17837	21592
2672	16107609	09634	28254
2673	16116825	05949	20839
2674	16123878	18932	24104
2675	1613161	12859	17837
2676	1613161	12859	35883
2677	1613161	17837	35883
2678	16134745	18171	20821
2679	16135001	03342	18839
2680	16135001	03342	21969
2681	16135001	18839	21969
2682	16140552	11666	21821
2683	16144423	02561	14655
2684	16153689	15518	18838
2685	16153689	15518	36238
2686	16153689	18838	36238
2687	16160217	06989	07737
2688	16160217	06989	11155
2689	16160217	06989	16065
2690	16160217	07737	11155
2691	16160217	07737	16065
2692	16160217	11155	16065
2693	16160776	04310	20272
2694	16160776	04310	23005
2695	16160776	20272	23005
2696	16161881	15518	18838
2697	16161881	15518	36238
2698	16161881	18838	36238
2699	16162137	18838	28586
2700	16178696	08612	23428
2701	16178696	08612	28405
2702	16178696	23428	28405
2703	16179033	18838	28586
2704	16183385	01395	08398
2705	16183385	01395	09573
2706	16183385	01395	11960
2707	16183385	08398	09573
2708	16183385	08398	11960
2709	16183385	09573	11960
2710	1618791	11337	20779
2711	1618791	11337	22096
2712	1618791	20779	22096
2713	16191577	17005	22402
2714	16191577	17005	24751
2715	16191577	22402	24751
2716	16197465	07083	31193
2717	16199513	29585	34562
2718	16199513	29585	35352
2719	16199513	34562	35352
2720	16199769	01931	24904
2721	16206169	08721	33617
2722	16207449	03425	19886
2723	16207449	03425	20271
2724	16207449	03425	27559
2725	16207449	19886	20271
2726	16207449	19886	27559
2727	16207449	20271	27559
2728	16215897	07083	31193
2729	16217689	29585	34562
2730	16217945	01941	14273
2731	16217945	01941	24421
2732	16217945	14273	24421
2733	16219737	20267	35590
2734	16225625	07083	15530
2735	16226393	29964	36991
2736	16230873	17837	18488
2737	16231432	03430	26533
2738	16231688	15571	26533
2739	16231688	15571	28584
2740	16231688	26533	28584
2741	16236040	04310	19550
2742	16236040	04310	19551
2743	16236040	19550	19551
2744	16245081	15518	30891
2745	16245081	15518	38085
2746	16245081	30891	38085
2747	16271449	15518	36412
2748	16272217	01941	20271
2749	16276569	22353	22649
2750	16276569	22353	28255
2751	16276569	22649	28255
2752	16278361	19550	19551
2753	16279897	01941	20267
2754	16283225	12181	28586
2755	16287833	08721	33617
2756	16294233	08721	33617
2757	16295001	15518	31670
2758	16295001	15518	36239
2759	16295001	31670	36239
2760	16295257	15518	31670
2761	16295688	13351	19549
2762	16297305	07083	26522
2763	16299353	08721	33617
2764	16310361	07083	31192
2765	16312665	01941	24421
2766	16312921	16331	22723
2767	16313433	12190	16331
2768	16313433	12190	22723
2769	16313433	16331	22723
2770	16313689	18750	18893
2771	16313689	18750	22723
2772	16313689	18893	22723
2773	16315481	08721	29707
2774	16317273	18838	36238
2775	16320345	29964	36991
2776	16321113	20839	29919
2777	16321625	03430	21754
2778	16335961	31670	34562
2779	16336217	07083	31192
2780	16339289	01470	08721
2781	16339289	01470	33617
2782	16339289	08721	33617
2783	16343001	08772	08992
2784	16343001	08772	19449
2785	16343001	08992	19449
2786	16350297	03533	04640
2787	16350297	03533	20037
2788	16350297	04640	20037
2789	16357721	01395	12040
2790	16368729	19886	20271
2791	16371289	20271	35208
2792	16376409	05949	17005
2793	16376409	05949	20839
2794	16376409	17005	20839
2795	16378713	19886	20271
2796	16378713	19886	23467
2797	16378713	19886	27559
2798	16378713	20271	23467
2799	16378713	20271	27559
2800	16378713	23467	27559
2801	16387673	18750	18893
2802	16394585	03430	32250
2803	16396633	18750	18893
2804	16397145	18750	23340
2805	16398875	22353	22649
2806	16398875	22353	40439
2807	16398875	22649	40439
2808	16404825	29964	36991
2809	16409945	15518	18838
2810	16409945	15518	36238
2811	16409945	18838	36238
2812	16410139	18580	30895
2813	16410139	18580	34418
2814	16410139	18580	50695
2815	16410139	18580	50705
2816	16410139	30895	34418
2817	16410139	30895	50695
2818	16410139	30895	50705
2819	16410139	34418	50695
2820	16410139	34418	50705
2821	16410139	50695	50705
2822	16410201	19551	33266
2823	16416857	05949	20839
2824	16416857	05949	33306
2825	16416857	20839	33306
2826	16417369	05949	30823
2827	16417881	11709	29584
2828	16432473	11686	25607
2829	16434777	07083	36991
2830	16436057	09990	15126
2831	16449369	03425	19886
2832	16449369	03425	20271
2833	16449369	03425	23467
2834	16449369	03425	27559
2835	16449369	19886	20271
2836	16449369	19886	23467
2837	16449369	19886	27559
2838	16449369	20271	23467
2839	16449369	20271	27559
2840	16449369	23467	27559
2841	16472921	15518	18838
2842	16472921	15518	36238
2843	16472921	18838	36238
2844	16474201	09573	18893
2845	16484379	22649	34728
2846	16485977	08727	23201
2847	16485977	08727	31096
2848	16485977	08727	32248
2849	16485977	23201	31096
2850	16485977	23201	32248
2851	16485977	31096	32248
2852	16514649	15518	38085
2853	16515161	07083	15530
2854	16517942	35121	40330
2855	16520537	18838	28586
2856	16528473	11709	13430
2857	1654700	10331	13298
2858	1654700	10331	13299
2859	1654700	10331	13301
2860	1654700	10331	13302
2861	1654700	10331	18063
2862	1654700	10331	20254
2863	1654700	10331	22350
2864	1654700	10331	24091
2865	1654700	10331	25989
2866	1654700	10331	27886
2867	1654700	10331	29917
2868	1654700	13298	13299
2869	1654700	13298	13301
2870	1654700	13298	13302
2871	1654700	13298	18063
2872	1654700	13298	20254
2873	1654700	13298	22350
2874	1654700	13298	24091
2875	1654700	13298	25989
2876	1654700	13298	27886
2877	1654700	13298	29917
2878	1654700	13299	13301
2879	1654700	13299	13302
2880	1654700	13299	18063
2881	1654700	13299	20254
2882	1654700	13299	22350
2883	1654700	13299	24091
2884	1654700	13299	25989
2885	1654700	13299	27886
2886	1654700	13299	29917
2887	1654700	13301	13302
2888	1654700	13301	18063
2889	1654700	13301	20254
2890	1654700	13301	22350
2891	1654700	13301	24091
2892	1654700	13301	25989
2893	1654700	13301	27886
2894	1654700	13301	29917
2895	1654700	13302	18063
2896	1654700	13302	20254
2897	1654700	13302	22350
2898	1654700	13302	24091
2899	1654700	13302	25989
2900	1654700	13302	27886
2901	1654700	13302	29917
2902	1654700	18063	20254
2903	1654700	18063	22350
2904	1654700	18063	24091
2905	1654700	18063	25989
2906	1654700	18063	27886
2907	1654700	18063	29917
2908	1654700	20254	22350
2909	1654700	20254	24091
2910	1654700	20254	25989
2911	1654700	20254	27886
2912	1654700	20254	29917
2913	1654700	22350	24091
2914	1654700	22350	25989
2915	1654700	22350	27886
2916	1654700	22350	29917
2917	1654700	24091	25989
2918	1654700	24091	27886
2919	1654700	24091	29917
2920	1654700	25989	27886
2921	1654700	25989	29917
2922	1654700	27886	29917
2923	16551001	03342	18839
2924	16552537	15518	31670
2925	16552537	15518	34562
2926	16552537	15518	36412
2927	16552537	31670	34562
2928	16552537	31670	36412
2929	16552537	34562	36412
2930	16553305	19420	24184
2931	16553561	12040	19361
2932	16556377	18893	19511
2933	16558425	03342	07083
2934	16559894	18504	92446
2935	16561497	15518	33510
2936	16561497	15518	36238
2937	16561497	33510	36238
2938	1656200	09755	19045
2939	1656200	09755	24769
2940	1656200	19045	24769
2941	16564313	05949	17005
2942	16565849	20271	35208
2943	16567385	20839	24904
2944	16567897	05953	33288
2945	16569177	29964	36991
2946	16572505	29964	36991
2947	16572761	03342	07083
2948	16572761	03342	31192
2949	16572761	07083	31192
2950	16581721	02507	27776
2951	16582233	05949	33306
2952	16588377	07083	13317
2953	16589913	15518	36412
2954	16589913	15518	50728
2955	16589913	36412	50728
2956	16590425	05949	33306
2957	16590425	05949	36905
2958	16590425	33306	36905
2959	16602201	15127	36360
2960	16614745	05949	17005
2961	16614745	05949	34750
2962	16614745	17005	34750
2963	16618841	10768	29583
2964	16619097	07083	15532
2965	16619097	07083	28253
2966	16619097	15532	28253
2967	16619353	15518	18838
2968	16619353	15518	36238
2969	16619353	18838	36238
2970	16620377	15854	20267
2971	16623449	07083	36991
2972	16623705	01395	11709
2973	16626521	08721	22353
2974	16626777	08721	33617
2975	1662825	14962	17837
2976	1662825	14962	23484
2977	1662825	17837	23484
2978	16628825	07083	31193
2979	16630361	29964	36991
2980	1663081	15121	15400
2981	1663081	15121	17837
2982	1663081	15400	17837
2983	16631385	31193	31487
2984	16632921	29964	36991
2985	16633177	17005	32028
2986	16640345	15518	31670
2987	16655193	03342	18839
2988	16655449	03342	18839
2989	16660825	20272	23005
2990	16662361	05949	36549
2991	16662873	15518	36412
2992	1667026	02978	14032
2993	16670297	15854	20267
2994	16670297	15854	30109
2995	16670297	20267	30109
2996	16677721	18838	36238
2997	16679257	09990	15126
2998	16698969	15518	18838
2999	16698969	15518	36238
3000	16698969	15518	36412
3001	16698969	18838	36238
3002	16698969	18838	36412
3003	16698969	36238	36412
3004	16700633	12252	12256
3005	16700633	12252	12257
3006	16700633	12252	17837
3007	16700633	12256	12257
3008	16700633	12256	17837
3009	16700633	12257	17837
3010	16707161	16331	22401
3011	16707161	16331	22723
3012	16707161	22401	22723
3013	1670761	14962	17837
3014	1670761	14962	20414
3015	1670761	14962	36080
3016	1670761	17837	20414
3017	1670761	17837	36080
3018	1670761	20414	36080
3019	16715865	18750	18893
3020	16715865	18750	25610
3021	16715865	18893	25610
3022	16716121	03425	19886
3023	16716121	03425	20271
3024	16716121	03425	23467
3025	16716121	03425	27559
3026	16716121	19886	20271
3027	16716121	19886	23467
3028	16716121	19886	27559
3029	16716121	20271	23467
3030	16716121	20271	27559
3031	16716121	23467	27559
3032	16717401	07083	15532
3033	16717401	07083	28253
3034	16717401	15532	28253
3035	16726361	19886	23467
3036	16726361	19886	27559
3037	16726361	23467	27559
3038	16728086	17809	20779
3039	16728086	17809	31806
3040	16728086	20779	31806
3041	16729177	18826	21974
3042	16729177	18826	26486
3043	16729177	18826	30895
3044	16729177	21974	26486
3045	16729177	21974	30895
3046	16729177	26486	30895
3047	16731993	18750	18893
3048	16731993	18750	22723
3049	16731993	18893	22723
3050	16733017	01931	25993
3051	16734297	20271	32770
3052	16734553	20271	35208
3053	16739929	01467	33987
3054	16742489	29964	36991
3055	16744025	09990	15126
3056	16746585	22353	22649
3057	16746585	22353	28255
3058	16746585	22649	28255
3059	16746841	22402	35259
3060	16747865	20495	29665
3061	16750425	03430	29665
3062	16750681	03430	21774
3063	16754521	11709	29584
3064	16759129	04588	07083
3065	16766809	07083	31193
3066	1677156	07110	09089
3067	1677156	07110	15839
3068	1677156	07110	16408
3069	1677156	09089	15839
3070	1677156	09089	16408
3071	1677156	15839	16408
3072	16773465	01941	21658
3073	16773465	01941	32079
3074	16773465	21658	32079
3075	16776793	07083	31193
3076	16790361	07083	31193
3077	16793945	15127	22353
3078	16794713	12190	16331
3079	16803929	15106	20269
3080	16803929	15106	20271
3081	16803929	15106	24421
3082	16803929	20269	20271
3083	16803929	20269	24421
3084	16803929	20271	24421
3085	16814681	01941	16332
3086	16814681	01941	36549
3087	16814681	16332	36549
3088	16816217	15854	32320
3089	16824153	17005	22648
3090	16831783	02686	04648
3091	16831783	02686	06989
3092	16831783	02686	07195
3093	16831783	02686	07802
3094	16831783	02686	13983
3095	16831783	02686	17003
3096	16831783	04648	06989
3097	16831783	04648	07195
3098	16831783	04648	07802
3099	16831783	04648	13983
3100	16831783	04648	17003
3101	16831783	06989	07195
3102	16831783	06989	07802
3103	16831783	06989	13983
3104	16831783	06989	17003
3105	16831783	07195	07802
3106	16831783	07195	13983
3107	16831783	07195	17003
3108	16831783	07802	13983
3109	16831783	07802	17003
3110	16831783	13983	17003
3111	16838745	20271	32770
3112	16842329	08721	33617
3113	16842585	01941	15106
3114	16842585	01941	20271
3115	16842585	01941	24421
3116	16842585	15106	20271
3117	16842585	15106	24421
3118	16842585	20271	24421
3119	16857689	18750	18893
3120	16862297	13430	19600
3121	16862553	15136	28582
3122	16868441	18750	18893
3123	16868441	18750	22723
3124	16868441	18893	22723
3125	16883545	20271	35208
3126	16892249	15518	38085
3127	16892249	15518	50728
3128	16892249	38085	50728
3129	16892505	07083	36991
3130	16893017	12040	19361
3131	16894041	07680	18893
3132	16895833	29964	38771
3133	16903513	29964	36991
3134	16903513	29964	37689
3135	16903513	36991	37689
3136	16908889	03430	29665
3137	16911961	07083	36991
3138	16913753	15518	31670
3139	16913753	15518	36239
3140	16913753	31670	36239
3141	16923366	02978	07799
3142	16924249	07083	28253
3143	16930649	18750	18893
3144	16931929	07083	36991
3145	16935513	03342	18839
3146	1693606	02085	03310
3147	1693606	02085	10264
3148	1693606	02085	10689
3149	1693606	02085	14082
3150	1693606	02085	19027
3151	1693606	02085	24268
3152	1693606	03310	10264
3153	1693606	03310	10689
3154	1693606	03310	14082
3155	1693606	03310	19027
3156	1693606	03310	24268
3157	1693606	10264	10689
3158	1693606	10264	14082
3159	1693606	10264	19027
3160	1693606	10264	24268
3161	1693606	10689	14082
3162	1693606	10689	19027
3163	1693606	10689	24268
3164	1693606	14082	19027
3165	1693606	14082	24268
3166	1693606	19027	24268
3167	16945928	08612	10124
3168	16945928	08612	23428
3169	16945928	08612	28405
3170	16945928	10124	23428
3171	16945928	10124	28405
3172	16945928	23428	28405
3173	16959577	18838	28586
3174	16962393	08721	33617
3175	16962905	07083	31487
3176	16965094	07799	28680
3177	16969561	01941	14273
3178	16970841	05949	15518
3179	16970841	05949	36412
3180	16970841	15518	36412
3181	16971097	01941	11234
3182	16971609	15518	31670
3183	16971609	15518	36238
3184	16971609	31670	36238
3185	16972377	18750	23340
3186	16972889	20839	30823
3187	16972889	20839	32028
3188	16972889	30823	32028
3189	16973657	03342	07083
3190	16973657	03342	31193
3191	16973657	07083	31193
3192	16974169	29964	38771
3193	16975961	07083	31487
3194	16976473	11660	31192
3195	16977241	05949	17005
3196	16977241	05949	34750
3197	16977241	17005	34750
3198	16978009	07083	36991
3199	16979033	15518	18838
3200	16979033	15518	36238
3201	16979033	18838	36238
3202	16979289	15126	30829
3203	16981337	15518	18838
3204	16981337	15518	36238
3205	16981337	18838	36238
3206	16981849	18838	28586
3207	16982617	12040	19361
3208	16995033	08772	17837
3209	16995033	08772	19449
3210	16995033	17837	19449
3211	17009497	29964	38771
3212	17010009	29964	36991
3213	17010777	13430	19600
3214	1701658	01666	15106
3215	17017177	18750	18893
3216	17017177	18750	22723
3217	17017177	18893	22723
3218	17018205	01467	02465
3219	17018205	01467	13264
3220	17018205	02465	13264
3221	17018461	01467	02465
3222	17018461	01467	13264
3223	17018461	02465	13264
3224	17019229	01467	02465
3225	17019229	01467	03661
3226	17019229	02465	03661
3227	17020509	01467	02465
3228	17020765	01467	02465
3229	17021533	01467	02465
3230	17031769	19886	34751
3231	17042009	07083	36991
3232	17053017	07083	36991
3233	17053785	20384	22723
3234	17064968	20272	23005
3235	17076057	29964	36991
3236	17080665	07083	28253
3237	17086297	03342	07083
3238	17086297	03342	26522
3239	17086297	07083	26522
3240	17087577	07083	28253
3241	17088345	37689	38771
3242	17089113	19511	32024
3243	17096025	10768	29583
3244	17105753	01467	33477
3245	17108057	29964	38771
3246	17108825	20268	35334
3247	17109593	20268	35334
3248	17112925	06599	09573
3249	17114457	17005	30211
3250	17114457	17005	32028
3251	17114457	30211	32028
3252	17117785	17005	25571
3253	17117785	17005	32028
3254	17117785	25571	32028
3255	1714391	02507	02887
3256	1714391	02507	21656
3257	1714391	02507	24997
3258	1714391	02887	21656
3259	1714391	02887	24997
3260	1714391	21656	24997
3261	17145689	15518	18838
3262	17145689	15518	36238
3263	17145689	18838	36238
3264	17149273	01467	33987
3265	17160793	09573	33230
3266	17161561	19886	23467
3267	17173081	16013	36905
3268	17187161	02507	18838
3269	17187161	02507	23341
3270	17187161	18838	23341
3271	17187417	18838	23341
3272	17191001	15854	32320
3273	17192025	15854	32320
3274	17194073	07083	36991
3275	17194329	07083	28253
3276	17198344	04310	19549
3277	17201241	19420	37670
3278	17202777	29964	36991
3279	17203033	29964	38771
3280	17203289	29964	38771
3281	17203545	29964	38771
3282	17218137	01467	12303
3283	17218137	01467	24344
3284	17218137	12303	24344
3285	17219417	20271	35208
3286	17220697	05949	35352
3287	17220953	29964	38771
3288	17228377	15518	23904
3289	17228377	15518	36238
3290	17228377	23904	36238
3291	17229401	15518	31670
3292	17229657	15518	31670
3293	17229657	15518	36239
3294	17229657	31670	36239
3295	17232217	15518	34562
3296	17240837	00061	00142
3297	17240837	00061	00755
3298	17240837	00061	05438
3299	17240837	00142	00755
3300	17240837	00142	05438
3301	17240837	00755	05438
3302	17244761	11686	30895
3303	17253398	18504	92446
3304	17255513	29964	38771
3305	17257561	09573	18893
3306	17257561	09573	28585
3307	17257561	18893	28585
3308	17270617	17005	20839
3309	17270617	17005	22648
3310	17270617	17005	23904
3311	17270617	17005	32028
3312	17270617	20839	22648
3313	17270617	20839	23904
3314	17270617	20839	32028
3315	17270617	22648	23904
3316	17270617	22648	32028
3317	17270617	23904	32028
3318	17273689	05949	17005
3319	17273689	05949	34750
3320	17273689	17005	34750
3321	17280089	22353	22649
3322	17280089	22353	28255
3323	17280089	22649	28255
3324	17280345	15518	23904
3325	17280345	15518	36238
3326	17280345	23904	36238
3327	17280857	20839	23904
3328	17281113	20839	23904
3329	17284185	20268	35334
3330	17285209	36991	37689
3331	17287001	01941	11717
3332	17291353	15518	36412
3333	17291865	15518	36412
3334	17294169	25993	34564
3335	17294425	07083	36991
3336	17299033	17005	32028
3337	17308505	08721	33617
3338	17310041	36991	37689
3339	17310809	31193	31487
3340	17311065	36991	37689
3341	17311577	29964	38771
3342	17313369	29964	38771
3343	17318745	15136	28582
3344	17323865	20839	24904
3345	17328217	36991	37689
3346	17329241	16331	22723
3347	17332569	29964	36991
3348	17333593	29964	36991
3349	17334361	29964	38771
3350	17334617	29964	36991
3351	17335897	00725	03533
3352	17335897	00725	04640
3353	17335897	03533	04640
3354	17336153	15518	36238
3355	17343577	22402	25993
3356	17343833	15518	34562
3357	17359705	01941	02507
3358	17359705	01941	14273
3359	17359705	02507	14273
3360	17363801	05949	35352
3361	17364313	29964	38771
3362	17368921	09573	33580
3363	17369177	01467	33987
3364	17371225	11891	34109
3365	17376089	24904	33306
3366	173961	02037	03958
3367	173961	02037	05891
3368	173961	03958	05891
3369	17399641	29964	38771
3370	17400153	15518	29585
3371	17402073	05277	17837
3372	17402073	05277	23916
3373	17402073	17837	23916
3374	17410393	15518	35352
3375	17412441	29964	38771
3376	17413977	05949	35352
3377	17414745	29964	38771
3378	17415001	29964	36991
3379	17415513	29964	38771
3380	17435225	20839	29919
3381	17436249	15518	23904
3382	17436249	15518	36238
3383	17436249	23904	36238
3384	17440089	29964	38771
3385	17441881	01395	09573
3386	17441881	01395	19361
3387	17441881	09573	19361
3388	17445465	12190	16331
3389	17445465	12190	18893
3390	17445465	12190	22723
3391	17445465	16331	18893
3392	17445465	16331	22723
3393	17445465	18893	22723
3394	17449049	01395	12040
3395	17452889	05949	37537
3396	17452889	05949	37839
3397	17452889	37537	37839
3398	17458009	09990	15126
3399	17460313	07083	36991
3400	17463897	36991	37689
3401	17464153	15518	34562
3402	17464921	05949	34750
3403	17466919	04646	06875
3404	17466919	04646	26254
3405	17466919	06875	26254
3406	17471065	05949	34750
3407	17474137	29964	38771
3408	1748559	00206	06989
3409	1748559	00206	18913
3410	1748559	06989	18913
3411	17492569	01941	19284
3412	17492825	29964	36991
3413	17493081	29964	38771
3414	17493593	24328	29584
3415	17494361	12190	23213
3416	17497433	15518	23904
3417	17497433	15518	36238
3418	17497433	23904	36238
3419	17517542	02978	91048
3420	17523720	15571	28584
3421	1753193	14962	17837
3422	1753193	14962	28211
3423	1753193	17837	28211
3424	17536089	05952	32320
3425	17540441	08721	33617
3426	17543176	03430	23201
3427	17543769	09990	15126
3428	17556057	07083	31487
3429	17559641	29964	38771
3430	17566297	29964	38771
3431	17566553	29964	36991
3432	17566553	29964	37689
3433	17566553	36991	37689
3434	17566809	01395	09573
3435	17567833	01467	33477
3436	17570393	15518	23904
3437	17570393	15518	36238
3438	17570393	23904	36238
3439	17571417	18750	18893
3440	17578073	15518	50728
3441	17581917	01467	02465
3442	17592153	07083	29964
3443	17592153	07083	38771
3444	17592153	29964	38771
3445	17592921	11709	29584
3446	17593689	19420	37670
3447	17598809	05949	35352
3448	17608537	23467	38589
3449	17608793	03425	23467
3450	17608793	03425	27559
3451	17608793	23467	27559
3452	17610585	18839	26522
3453	17610841	24904	35403
3454	17622361	09990	21969
3455	17629273	08721	33617
3456	17630809	01941	34561
3457	17631065	01941	34561
3458	17637977	07083	31193
3459	17638233	36991	37689
3460	17644633	15518	36412
3461	17647449	18893	23005
3462	17647705	15518	23904
3463	17647705	15518	36238
3464	17647705	23904	36238
3465	17648729	28585	29584
3466	17652057	07083	31193
3467	17654361	19886	20271
3468	17654617	20271	32770
3469	17662297	18838	28586
