LIST.ID	AVTOR1	AVTOR2
590	11814489	08727	16013
591	11814745	03430	15571
592	11832409	05949	18504
593	11832665	01941	11717
594	11834651	08782	15839
595	11890198	03430	20495
596	1192553	12859	17837
597	1192553	12859	35883
598	1192553	17837	35883
599	11930395	08782	23428
600	11930395	08782	32085
601	11930395	23428	32085
602	11934297	05949	18504
603	1194596	07110	15839
604	11946329	03342	11660
605	11960665	01931	11220
606	11960665	01931	15518
607	11960665	01931	16332
608	11960665	11220	15518
609	11960665	11220	16332
610	11960665	15518	16332
611	11964505	02887	27776
612	11964761	02507	02887
613	11964761	02507	11687
614	11964761	02887	11687
615	11965017	02887	18838
616	11965785	01931	15518
617	11974233	05953	07680
618	11974489	08398	15136
619	11996249	03430	15571
620	11999003	09286	21237
621	11999003	09286	21658
622	11999003	09286	27661
623	11999003	21237	21658
624	11999003	21237	27661
625	11999003	21658	27661
626	12000601	07083	13317
627	12003929	07083	15530
628	12004636	06643	20387
629	12004636	06643	29915
630	12004636	20387	29915
631	12005721	05485	07083
632	12005977	07083	15530
633	12032345	15854	37834
634	12040009	16081	17009
635	12049430	03430	23201
636	12064022	23428	33630
637	12064278	23428	33630
638	12070171	01698	05389
639	12070171	01698	24247
640	12070171	01698	32768
641	12070171	05389	24247
642	12070171	05389	32768
643	12070171	24247	32768
644	12076060	18750	18893
645	12076060	18750	23340
646	12076060	18893	23340
647	12104793	02507	27776
648	12115545	07083	13317
649	12130900	08302	08800
650	12130900	08302	10268
651	12130900	08302	15675
652	12130900	08302	16096
653	12130900	08302	17172
654	12130900	08302	18298
655	12130900	08302	29553
656	12130900	08302	30687
657	12130900	08302	36253
658	12130900	08302	36254
659	12130900	08800	10268
660	12130900	08800	15675
661	12130900	08800	16096
662	12130900	08800	17172
663	12130900	08800	18298
664	12130900	08800	29553
665	12130900	08800	30687
666	12130900	08800	36253
667	12130900	08800	36254
668	12130900	10268	15675
669	12130900	10268	16096
670	12130900	10268	17172
671	12130900	10268	18298
672	12130900	10268	29553
673	12130900	10268	30687
674	12130900	10268	36253
675	12130900	10268	36254
676	12130900	15675	16096
677	12130900	15675	17172
678	12130900	15675	18298
679	12130900	15675	29553
680	12130900	15675	30687
681	12130900	15675	36253
682	12130900	15675	36254
683	12130900	16096	17172
684	12130900	16096	18298
685	12130900	16096	29553
686	12130900	16096	30687
687	12130900	16096	36253
688	12130900	16096	36254
689	12130900	17172	18298
690	12130900	17172	29553
691	12130900	17172	30687
692	12130900	17172	36253
693	12130900	17172	36254
694	12130900	18298	29553
695	12130900	18298	30687
696	12130900	18298	36253
697	12130900	18298	36254
698	12130900	29553	30687
699	12130900	29553	36253
700	12130900	29553	36254
701	12130900	30687	36253
702	12130900	30687	36254
703	12130900	36253	36254
704	12132630	23428	33630
705	12132886	13159	23428
706	12155225	05949	08727
707	12155225	05949	16013
708	12155225	08727	16013
709	12155481	11719	17808
710	12165193	16081	17009
711	12165977	05949	15518
712	12165977	05949	17005
713	12165977	15518	17005
714	12201736	04310	19549
715	12216342	23428	33630
716	12216854	13159	23428
717	12216854	13159	28405
718	12216854	23428	28405
719	12227668	01075	01927
720	12227668	01075	24326
721	12227668	01075	31188
722	12227668	01075	38117
723	12227668	01927	24326
724	12227668	01927	31188
725	12227668	01927	38117
726	12227668	24326	31188
727	12227668	24326	38117
728	12227668	31188	38117
729	1223785	08292	14038
730	1223785	08292	17837
731	1223785	08292	24318
732	1223785	14038	17837
733	1223785	14038	24318
734	1223785	17837	24318
735	1227100	06989	08957
736	1227100	06989	15844
737	1227100	06989	20448
738	1227100	08957	15844
739	1227100	08957	20448
740	1227100	15844	20448
741	12283297	17808	24635
742	12314390	03430	23201
743	12314390	03430	29665
744	12314390	23201	29665
745	12323350	13159	23428
746	12323350	13159	28405
747	12323350	23428	28405
748	12323606	23428	28405
749	12342105	05949	13351
750	12344665	07083	15532
751	12349724	15631	18866
752	12349724	15631	21366
753	12349724	18866	21366
754	12350041	01470	12191
755	1236396	13301	20254
756	1236396	13301	29917
757	1236396	20254	29917
758	12391257	08722	09990
759	12400406	15571	28584
760	12406689	21897	23596
761	12406689	21897	29842
762	12406689	21897	30604
763	12406689	23596	29842
764	12406689	23596	30604
765	12406689	29842	30604
766	12410651	15696	29620
767	12410651	15696	32768
768	12410651	29620	32768
769	12411737	05953	08721
770	12412249	08721	19550
771	12412505	08721	19550
772	12418582	05562	17809
773	12432473	01941	19284
774	12498777	11754	15518
775	12520025	05949	15518
776	12520025	05949	17005
777	12520025	15518	17005
778	12528729	11891	13432
779	1257321	14962	17837
780	1257321	14962	92079
781	1257321	17837	92079
782	12583257	01395	08398
783	12583257	01395	09573
784	12583257	01395	11709
785	12583257	01395	12040
786	12583257	08398	09573
787	12583257	08398	11709
788	12583257	08398	12040
789	12583257	09573	11709
790	12583257	09573	12040
791	12583257	11709	12040
792	12583719	07110	15839
793	12598105	05485	07083
794	12602457	05485	07083
795	12607705	01255	05227
796	12607705	01255	06989
797	12607705	01255	14010
798	12607705	05227	06989
799	12607705	05227	14010
800	12607705	06989	14010
801	12620377	05949	11666
802	12620377	05949	18504
803	12620377	11666	18504
804	12653217	21897	23596
805	12653217	21897	29842
806	12653217	21897	30604
807	12653217	23596	29842
808	12653217	23596	30604
809	12653217	29842	30604
810	12658521	05485	07083
811	12658521	05485	13317
812	12658521	07083	13317
813	12658777	05949	13351
814	12667993	07083	15530
815	12673308	06386	18866
816	12681305	05949	11754
817	12681305	05949	17005
818	12681305	11754	17005
819	12686425	07083	15532
820	12692825	01639	09085
821	12692825	01639	13446
822	12692825	09085	13446
823	12705113	03425	09990
824	12721753	18838	21656
825	12722009	15571	17005
826	12722440	13159	23428
827	12722696	13159	23428
828	12722952	13159	23428
829	12768601	01395	03429
830	12768601	01395	09573
831	12768601	03429	09573
832	12785928	13159	23428
833	12792153	01931	15518
834	12801625	01931	16332
835	12802137	05953	08721
836	12802137	05953	23005
837	12802137	08721	23005
838	12807769	03342	08947
839	12807769	03342	18839
840	12807769	08947	18839
841	12829785	02507	02887
842	12830553	01941	02887
843	12830553	01941	19284
844	12830553	01941	21658
845	12830553	02887	19284
846	12830553	02887	21658
847	12830553	19284	21658
848	12856103	06875	09634
849	12856103	06875	12766
850	12856103	09634	12766
851	12860633	04634	05916
852	12860633	04634	08992
853	12860633	04634	11291
854	12860633	04634	17904
855	12860633	04634	17907
856	12860633	05916	08992
857	12860633	05916	11291
858	12860633	05916	17904
859	12860633	05916	17907
860	12860633	08992	11291
861	12860633	08992	17904
862	12860633	08992	17907
863	12860633	11291	17904
864	12860633	11291	17907
865	12860633	17904	17907
866	12862297	03430	15571
867	12862809	05953	18750
868	12863065	01470	01935
869	12863065	01470	12191
870	12863065	01935	12191
871	12866137	01931	05949
872	12866137	01931	13351
873	12866137	01931	17005
874	12866137	05949	13351
875	12866137	05949	17005
876	12866137	13351	17005
877	12874774	23428	33630
878	12875542	23428	33630
879	12914137	03534	12768
880	12931673	03430	27936
881	12932697	13432	34109
882	1295315	00846	03099
883	1295315	00846	06895
884	1295315	00846	21102
885	1295315	00846	24046
886	1295315	03099	06895
887	1295315	03099	21102
888	1295315	03099	24046
889	1295315	06895	21102
890	1295315	06895	24046
891	1295315	21102	24046
892	12971292	18750	18893
893	12971292	18750	23340
894	12971292	18893	23340
895	12979996	18750	23340
896	12983304	13159	23428
897	12985177	02507	02887
898	12985177	02507	18838
899	12985177	02887	18838
900	12985433	01941	11717
901	12985433	01941	14273
902	12985433	11717	14273
903	12995929	05949	13351
904	12997209	01931	15518
905	12997465	05949	17005
906	1302393	00459	06973
907	1302393	00459	09085
908	1302393	06973	09085
909	13029916	06386	18866
910	13031513	08398	11709
911	13034329	03430	20495
912	13035353	05953	09573
913	13035609	12040	19361
914	13045788	06386	18866
915	13057819	09286	21237
916	13057819	09286	21658
917	13057819	09286	35646
918	13057819	21237	21658
919	13057819	21237	35646
920	13057819	21658	35646
921	13078873	11960	19361
922	13079641	03430	20495
923	13084444	18750	18893
924	13084444	18750	23340
925	13084444	18893	23340
926	13085192	13159	23428
927	13089625	01941	14273
928	13114390	23428	33630
929	13114646	13159	23428
930	13114646	13159	28405
931	13114646	23428	28405
932	1311625	02037	03958
933	13129049	01931	11220
934	13129049	01931	16332
935	13129049	01931	22402
936	13129049	11220	16332
937	13129049	11220	22402
938	13129049	16332	22402
939	13159001	22353	23962
940	13167193	08721	19550
941	13178390	05562	17809
942	13210713	01935	21773
943	13220697	01395	05953
944	13221209	19550	19551
945	13236764	18866	19613
946	13242376	19550	19551
947	13250070	23428	33630
948	13251356	15631	18866
949	13251356	15631	39688
950	13251356	18866	39688
951	13266777	02507	02887
952	13266777	02507	11687
953	13266777	02887	11687
954	13267033	02507	02887
955	13267033	02507	18838
956	13267033	02887	18838
957	13267289	02507	02887
958	13267289	02507	18838
959	13267289	02887	18838
960	13268057	02115	08947
961	13285465	01931	16332
962	13285721	01931	11220
963	13285721	01931	22402
964	13285721	11220	22402
965	13285977	01941	19284
966	13285977	01941	20271
967	13285977	01941	21658
968	13285977	19284	20271
969	13285977	19284	21658
970	13285977	20271	21658
971	13291548	15631	18866
972	13295705	07083	28253
973	13304409	05949	11666
974	13328136	11666	21821
975	1332872	04692	09755
976	1332872	04692	19045
977	1332872	09755	19045
978	13335579	03430	05210
979	13335579	03430	05571
980	13335579	03430	20863
981	13335579	05210	05571
982	13335579	05210	20863
983	13335579	05571	20863
984	1334999	06165	10155
985	13365081	01931	11220
986	13365337	01941	02887
987	13375510	03430	20495
988	13378649	15854	37834
989	13381721	05953	08721
990	13385817	00725	03533
991	13385817	00725	04640
992	13385817	03533	04640
993	13396502	03430	23201
994	13396502	03430	29665
995	13396502	23201	29665
996	1339748	07110	09089
997	1339748	07110	15839
998	1339748	07110	16408
999	1339748	09089	15839
1000	1339748	09089	16408
1001	1339748	15839	16408
1002	13398617	03425	19886
1003	13417305	05949	08727
1004	13417305	05949	16013
1005	13417305	05949	36905
1006	13417305	08727	16013
1007	13417305	08727	36905
1008	13417305	16013	36905
1009	13420808	13159	23428
1010	13450841	05949	24751
1011	13450841	05949	24904
1012	13450841	24751	24904
1013	13472345	05953	08721
1014	13475417	03342	07083
1015	13475929	03342	07083
1016	13476123	09286	18836
1017	13476123	09286	21658
1018	13476123	09286	35646
1019	13476123	18836	21658
1020	13476123	18836	35646
1021	13476123	21658	35646
1022	13478489	11719	17809
1023	13484571	09286	20269
1024	13484571	09286	21237
1025	13484571	09286	21658
1026	13484571	09286	34751
1027	13484571	09286	35646
1028	13484571	20269	21237
1029	13484571	20269	21658
1030	13484571	20269	34751
1031	13484571	20269	35646
1032	13484571	21237	21658
1033	13484571	21237	34751
1034	13484571	21237	35646
1035	13484571	21658	34751
1036	13484571	21658	35646
1037	13484571	34751	35646
1038	13484808	13159	23428
1039	13492825	01395	08398
1040	13492825	01395	09573
1041	13492825	01395	11709
1042	13492825	01395	12040
1043	13492825	08398	09573
1044	13492825	08398	11709
1045	13492825	08398	12040
1046	13492825	09573	11709
1047	13492825	09573	12040
1048	13492825	11709	12040
1049	13499993	15127	23962
1050	13509384	05953	23005
1051	13563225	08721	20272
1052	13563225	08721	23005
1053	13563225	20272	23005
1054	13565017	01395	09573
1055	13565017	01395	11960
1056	13565017	09573	11960
1057	13570587	09286	21237
1058	13570587	09286	21658
1059	13570587	09286	22241
1060	13570587	09286	34751
1061	13570587	09286	35646
1062	13570587	21237	21658
1063	13570587	21237	22241
1064	13570587	21237	34751
1065	13570587	21237	35646
1066	13570587	21658	22241
1067	13570587	21658	34751
1068	13570587	21658	35646
1069	13570587	22241	34751
1070	13570587	22241	35646
1071	13570587	34751	35646
1072	13571161	05949	11754
1073	13571161	05949	15571
1074	13571161	05949	17005
1075	13571161	11754	15571
1076	13571161	11754	17005
1077	13571161	15571	17005
1078	13571929	20268	22353
1079	1357828	04310	08721
1080	13602393	11709	24329
1081	13613145	01395	12040
1082	13613401	08398	15136
1083	13617753	07083	13651
1084	13633369	08724	21656
1085	13648089	04768	06875
1086	13648089	04768	17166
1087	13648089	04768	21795
1088	13648089	04768	26254
1089	13648089	06875	17166
1090	13648089	06875	21795
1091	13648089	06875	26254
1092	13648089	17166	21795
1093	13648089	17166	26254
1094	13648089	21795	26254
1095	13652763	09286	18836
1096	13652763	09286	21658
1097	13652763	09286	35646
1098	13652763	18836	21658
1099	13652763	18836	35646
1100	13652763	21658	35646
1101	13679193	05949	20839
1102	13683222	23428	33630
1103	13683734	23428	33630
1104	13685014	23428	33630
1105	13685270	23428	33630
1106	13685593	03533	04640
1107	1368937	17837	20341
1108	1368937	17837	36078
1109	1368937	17837	36079
1110	1368937	20341	36078
1111	1368937	20341	36079
1112	1368937	36078	36079
1113	13698582	12266	13159
1114	13698582	12266	23428
1115	13698582	12266	28405
1116	13698582	13159	23428
1117	13698582	13159	28405
1118	13698582	23428	28405
1119	13699094	23428	33655
1120	13703257	15518	18838
1121	13707353	04310	19549
1122	13712667	03430	35436
1123	13714009	01395	11960
1124	13714009	01395	12040
1125	13714009	01395	19361
1126	13714009	11960	12040
1127	13714009	11960	19361
1128	13714009	12040	19361
1129	13721096	04310	19549
1130	13721096	04310	19550
1131	13721096	19549	19550
1132	13739097	05949	11754
1133	13739097	05949	17005
1134	13739097	11754	17005
1135	13739865	07083	31193
1136	13740296	13159	23428
1137	13740377	01941	02507
1138	13740377	01941	02887
1139	13740377	01941	18838
1140	13740377	02507	02887
1141	13740377	02507	18838
1142	13740377	02887	18838
1143	13758809	03342	11660
1144	13760345	05485	07083
