	LIST.ID	LIST.BIBL.UT	LIST.BIBL.EID	LIST.BIBL.AC	LIST.BIBL.CI	LIST.BIBL.CIAU	LIST.BIBL.TC	LIST.BIBL.PUBYEAR	LIST.BIBL.AUPUB	LIST.BIBL.TITLE	LIST.BIBL.VOLUME	LIST.BIBL.ISSUE	LIST.BIBL.PAGES	LIST.BIBL.DOI	LIST.SER.ISSN	LIST.SER.OA	LIST.SER.TITLE	LIST.CODES.RSR.VAL	LIST.CODES.RSR.SCI	LIST.CODES.PRJ.VAL	LIST.CODES.PRJ.SCI	LIST.CODES.PRG.VAL	LIST.CODES.PRG.SCI	LIST.CODES.GRP.VAL	LIST.CODES.GRP.SCI	LIST.CODES.ORG.VAL	LIST.CODES.ORG.SCI	LIST.CODES.UNI.VAL	LIST.CODES.UNI.SCI	LIST.CODES.NOR.VAL	LIST.CODES.NOR.SCI	TEME
1005	13781081		2-s2.0-26444586735	3	11	2.2	14	2005	Matt De Vos, Luis A. Goddyn, Bojan Mohar, Dirk L. Vertigan, Xuding Zhu	Coloring-flow duality of embedded graphs	Vol. 357	No. 10	str. 3993-4016	NA	Feb-47	sherpa_romeo	Transactions of the American Mathematical Society	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, barvanje, pretok, napetost, lokalna napetost, kroñno kromati”no îtevilo, ploskev, povezavna îirina, triangulacija, kvadrangulacija, lokalna dvodelnost, mathematics, graph theory, coloring, flow, tension, local tension, circular chromatic number, surface, edge-width, triangulation, quadrangulation, locally bipartite
1006	13782361		2-s2.0-26444450677	1	14	14	15	2005	Janez Mr”un	On isomorphisms of algebras of smooth functions	Vol. 133	no. 10	str. 3109-3113	NA	Feb-39	sherpa_romeo	Proceedings of the American Mathematical Society	11686	N0102	NA	NA	P1-0291	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	matematika, linearni prostori funkcij, odvedljive mnogoterosti, izomorfizmi, mathematics, linear function spaces, differentiable manifolds, isomorphisms
1007	13783129		2-s2.0-26944496050	1	1	1	2	2005	Ñtefko Miklavi”	An equitable partition for a distance-regular graph of negative type	Vol. 95	no. 2	str. 175-188	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	21656	N0105	J1-9110,N1-0062	N01,N0104	P1-0285	N01	0101-001,1669-001,2790-001	N0101,N,N03	0101,1669,1988,2790	N01,N,N,N01	UNI-004		NA	NA	matematika, teorija grafov, razdaljno-regularen graf, <U+25AB>$Q$<U+25AB>-polinomska lastnost, klasi”ni parametri, mathematics, graph theory, distance-regular graph, <U+25AB>$Q$<U+25AB>-polynomial, classical parameters, kite-free
1008	13783385		2-s2.0-27644503475	0	0	0	0	2005	Josip Globevnik	A decomposition of functions with zero means on circles	Vol. 43	no. 2	str. 383-393	10.1007/BF02384786	Apr-80	sherpa_romeo	Arkiv f_r matematik	2301	N0101	NA	NA	P1-0291	N01	NA	NA	NA	NA	NA	NA	NA	NA	matematika, kompleksna analiza, H_lderjeve zvezne funkcije, mathematics, complex analysis, H_lder continuous functions
1009	13783641		2-s2.0-26244450594	2	2	2	4	2005	Iztok Peterin	Characterizing flag graphs and induced subgraphs of Cartesian product graphs	Vol. 21	no. 4	str. 283-292	NA	0167-8094	sherpa_romeo	Order	20839	N0105	J1-9109	N01	P1-0297	N01	0101-001,0796-012	N0101,N0105	0101,0552,0796	N01,D03,T03	UNI-002		NA	NA	matematika, teorija grafov, zastavni grafi, inducirani podgrafi, ozna”evanje povezav, grafi kartezi”nih produktov, kvocientni grafi, mathematics, graph theory, flag graphs, induced subgraphs, edge-labelings, Cartesian product graphs, quotient graphs
1010	13783897		2-s2.0-27844586406	6	30	15	36	2005	Sandi Klavñar, Bojan Mohar	Crossing numbers of Sierpi„ski-like graphs	Vol. 50	no. 3	str. 186-198	NA	0364-9024	sherpa_romeo	Journal of graph theory	1931,05949	N0105,N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, risanje grafov, prekriñno îtevilo, grafi Sierpi„skega, avtomorfizmi grafov, mathematics, graf theory, graph drawing, crossing number, Sierpi„ski graphs, graph automorphism
1011	13784153		2-s2.0-27844449627	6	22	7.32	28	2005	Marko Boben, Tomañ Pisanski, Arjana Çitnik	I-graphs and the corresponding configurations	Vol. 13	no. 6	str. 406-424	NA	1063-8539	sherpa_romeo	Journal of combinatorial designs	01941,14273,19284	N0105,N0105,N0701	J1-9187	N07	P1-0294	N07	0101-002,1539-010,1554-001,1669-001,2790-001,2975-001	N0103,N0102,N01,N,N03,N07	0101,0510,1539,1554,1669,1988,2790,2975	N01,T0707,T0705,N0201,N,N,N01,N	UNI-001,UNI-004		NA	NA	matematika, kombinatorika, I-grafi, posploîeni Petersenovi grafi, grupa avtomorfizmov, astralne konfiguracije, mathematics, combinatorics, astral configurations, I-graphs, generalized Petersen graphs, group of automorphisms
1012	13784409		2-s2.0-26444596159	0	27	8.99	27	2005	Pranava K. Jha, Sandi Klavñar, Aleksander Vesel	Optimal L(d,1)-labelings of certain direct products of cycles and Cartesian products of cycles	Vol. 152	no. 1-3	str. 257-265	NA	0166-218X	sherpa_romeo	Discrete applied mathematics	5949,11666	N0105,N0701	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, <U+25AB>$L(2,1)$<U+25AB>-ozna”itev, ozna”itev to”k, <U+25AB>$\lambda$<U+25AB>-îtevilo, direktni produkt grafov, kartezi”ni produkt grafov, dodeljevanje kanalov, mathematics, graph theory, <U+25AB>$L(2,1)$<U+25AB>-labeling, <U+25AB>$\lambda$<U+25AB>-number, direct product of graphs, Cartesian product of graphs, channel assignment
1013	13788249		2-s2.0-32344443773	5	3	0.99	8	2005	Dennis J. Garity, Duîan D. Repovî, Matjañ Çeljko	Uncountably many inequivalent Lipschitz homogeneous Cantor sets in R[sup]3	Vol. 222	no. 2	str. 287-299	NA	0030-8730	sherpa_romeo	Pacific journal of mathematics	7083,13651	N0101,N0102	J1-8131,N1-0064,N1-0083	N01,N0101,N0101	P1-0292	N01	0101-001,0588-002,1554-001	N0101,D0103,N01	0101,0510,0588,1554	N01,T0707,D0103,N0201	UNI-001		NA	NA	matematika, topologija, divja Cantorjeva mnoñica, Lipschitzova homogenost, podobnost, koeficient podobnosti, definicijsko zaporedje, mathematics, topology, wild Cantor set, Lipschitz homogeneity, similitude, coefficient of similarity, defining sequence, link invariant
1014	13791321		2-s2.0-30544438238	1	10	2	11	2005	Zolt˙n F˜redi, Alexandr V. Kostochka, Riste Ñkrekovski, Michael Stiebitz, Douglas B. West	Nordhaus-Gaddum-type theorems for decompositions into many parts	Vol. 50	no. 4	str. 273-292	NA	0364-9024	sherpa_romeo	Journal of graph theory	15518	N0105	J1-8130	N0105	P1-0383	N07	0101-001,1554-001,2784-002,2790-001	N0101,N01,T,N03	0101,0510,1554,1988,2784,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	matematika, teorija grafov, dekompozicija, barvanja grafa, mathematics, graph theory, graph decomposition, Nordhaus-Gaddum theorem, chromatic number, coloring number, list chromatic number, surface embedding
1015	13791577		2-s2.0-29144432945	1	3	1.5	4	2006	Duîan D. Repovî, Pavel V. Sem◊nov	A minimax theorem for functions with possibly nonconnected intersections of sublevel sets	Vol. 314	no. 2	str. 537-545	NA	0022-247X	sherpa_romeo	Journal of mathematical analysis and applications	7083,13317	N0101,X	J1-8131,N1-0064,N1-0083	N01,N0101,N0101	P1-0292	N01	0101-001,0588-002,1554-001	N0101,D0103,N01	0101,0510,0588,1554	N01,T0707,D0103,N0201	UNI-001		NA	NA	matematika, topologija, parakonveksnost, preslikava s konveksnimi vrednostmi, zvezna selekcija, navzdol polzvezna preslikava, navzgor polzvezna preslikava, Banachov prostor, mathematics, topology, paraconvexity, convex-valued mapping, continuous selection, Banach space, lower semicontinuous map, upper semicontinuous map
1016	13792857		2-s2.0-29044450702	1	1	0.5	2	2005	Taras N. Radul, Duîan D. Repovî	On topological properties of the Hartman-Mycielski functor	Vol. 115	no. 4	str. 477-482	NA	0253-4142	sherpa_romeo	Proceedings of the Indian Academy of Sciences. Mathematical sciences	7083	N0101	J1-8131,N1-0064,N1-0083	N01,N0101,N0101	P1-0292	N01	0101-001,0588-002,1554-001	N0101,D0103,N01	0101,0510,0588,1554	N01,T0707,D0103,N0201	UNI-001		NA	NA	matematika, topologija, Hartman-Mycielskijeva konstrukcija, enakopovezan prostor, normalen funktor, mathematics, topology, Hartman-Mycielski construction, equiconnected space, normal functor
1017	13795592		2-s2.0-18444415785	7	11	5.5	18	2005	Joso Vukman, Irena Kosi-Ulbl	Centralisers on rings and algebras	71	NA	str. 225-234	NA	Apr-27	sherpa_romeo	Bulletin of the Australian Mathematical Society	4310,19549	N0104,N0104	NA	NA	NA	NA	0795-062	N0104	552,0795	D03,T03	UNI-002		NA	NA	matematika, algebra, prakolobarji, algebre, odvajanje, jordansko odvajanje, levi centralizator, desni centralizator, aditivna preslikava, mathematics, prime rings, algebras, derivation, Jordan derivation, left centralizer, right centralizer, additive mapping
1018	13796360		2-s2.0-17844370502	1	3	1.5	4	2004	Joso Vukman, Irena Kosi-Ulbl	On dependent elements in rings	Vol. 2004	54	str. 2895-2906	NA	0161-1712	sherpa_romeo	International journal of mathematics and mathematical sciences	4310,19549	N0104,N0104	NA	NA	NA	NA	0795-062	N0104	552,0795	D03,T03	UNI-002		NA	NA	matematika, algebra, kolobarji, odvajanje, jordansko odvajanje, levi centralizator, desni centralizator, aditivna preslikava, odvisni elementi, mathematics, rings, algebras, derivation, Jordan derivation, left centralizer, right centralizer, additive mapping, dependent elements
1019	13800281		2-s2.0-31444449458	1	0	0	1	2005	Jaka Cimpri”	A variant of higher product levels of integral domains and [ast]-domains	Vol. 33	no. 11	str. 4035-4041	10.1080/00927870500261348	0092-7872	sherpa_romeo	Communications in algebra	15127	N0104	J1-8132	N0104	P1-0222	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	algebra, vsote produktov <U+25AB>$n$<U+25AB>-tih potenc, nekomutativni obsegi, kolobarji z involucijo, skew-fields, sums of products of <U+25AB>$n$<U+25AB>th powers, rings with involution
1020	13801305		2-s2.0-29044439114	1	1	1	2	2005	Gaîper Jakli”	On the dimension of bivariate spline space S [sub] 3 [sup] 1 ([triangle])	Vol. 82	no. 11	str. 1355-1369	NA	0020-7160	sherpa_romeo	International journal of computer mathematics	20271	N01	NA	NA	P1-0294	N07	0101-002,0792-014,1669-001	N0103,N0101,N	0101,0510,0792,1669,1988	N01,T0707,T01,N,N	UNI-001,UNI-004		NA	NA	numeri”na analiza, dimenzija, prostor zlepkov, triangulacija, numerical analysis, dimension, spline space, triangulation
1021	13802073		2-s2.0-27844471136	5	1	1	6	2005	Pavle Saksida	Maxwell-Bloch equations, C Neumann system and Kaluza-Klein theory	Vol. 38	no. 48	str. 10321-10344	NA	0305-4470	sherpa_romeo	Journal of physics	8728	N0102	J1-9104	N01	P1-0291	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	matematika, diferencialne ena”be, nelinearna optika, Neumannov sistem, mathematics, differential equations, non-linear optics, Neumann system
1022	13802585		2-s2.0-33748974510	2	8	4	10	2005	Sergei A. Abramov, Marko Petkovîek	Gosper's algorithm, accurate summation, and the discrete Newton-Leibniz formula	NA	NA	Str. 5-12	NA				1935	N0103	J7-8279	D	P1-0294	N07	0101-002,1554-001	N0103,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	matematika, ra”unalniîtvo, simbolno ra”unanje, algoritem to”nega seîtevanja, Gosperjev algoritem, diskretna Newton-Leibnizova formula, mathematics, computer science, symbolic computation, accurate summation, Gosper's algorithm, discrete Newton-Leibniz formula
1023	13811033		2-s2.0-29144437057	0	0	0	0	2005	David Dolñan	Complementation of the Jacobson group in a matrix ring	Vol. 72	no. 2	str. 317-324	NA	Apr-27	sherpa_romeo	Bulletin of the Australian Mathematical Society	16331	N0104	NA	NA	P1-0222	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, kolobar, grupa enot, Jacobsonov radikal, mathematics, ring, group of units, Jacobson radical
1024	13811289		2-s2.0-28844472550	5	30	15	35	2005	Lajos Moln˙r, Peter Ñemrl	Nonlinear commutativity preserving maps on self-adjoint operators	Vol. 56	part 4	str. 589-595	NA	0033-5606	sherpa_romeo	Quarterly Journal of Mathematics	5953	N01	J1-8133,N1-0061	N0104,N0104	P1-0288	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	matematika, funkcionalna analiza, ohranjevalec, komutativnost, sebi adjungirani operator, mathematics, functional analysis, preserver, commutativity, self-adjoint operator
1025	13811545		2-s2.0-27344458149	1	0	0	1	2005	Primoñ Moravec	Some groups with n-central normal closures	Vol. 67	fasc. 3-4	str. 355-372	NA	0033-3883	sherpa_romeo	Publicationes mathematicae	20268	N01	J1-8132,N1-0061	N0104,N0104	P1-0222	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	algebra, teorija grup, <U+25AB>$n$<U+25AB>-centralna grupa, <U+25AB>$n$<U+25AB>-Kappejeva grupa, normalno zaprtje, group theory, <U+25AB>$n$<U+25AB>-central group, <U+25AB>$n$<U+25AB>-Kappe group, normal closure
1026	13812488		2-s2.0-41349111129	11	60	30	71	2005	Matjañ Perc, Marko Marhl	Amplification of information transfer in excitable systems that reside in a steady state near a bifurcation point to complex oscillatory behavior	71	NA	str. 026229-1-026229-8	10.1103/PhysRevE.71.026229	1539-3755		Physical review	13159,23428	N0207,N0202	J1-9112,J3-9289,J4-9302,N3-0048	N02,M07,B03,M07	P1-0055,P1-0403,P5-0027	N02,N0103,D02	0589-019,2334-003,2547-002	D01,M07,N02	0552,0589,2334,2547	D03,N,M,N	UNI-002		NA	NA	fizika, kaos, kaoti”ni sistemi, dinami”ni sistemi, prenos informacij, to”ka bifurkacije, kompleksne oscilacije, physics, chaos, chaotic systems, dynamic systems, information transfer, bifurcation point, complex oscillations
1027	13814105		2-s2.0-28144444864	0	5	5	5	2005	Bojan Kuzma	Additive mappings preserving rank-one idempotents	Vol. 21	no. 6	str. 1399-1406	10.1007/s10114-005-0598-1	1439-8516	sherpa_romeo	Acta mathematica Sinica	18893	N0101	J1-8133	N0104	P1-0222,P1-0285	N01,N01	0101-001,1669-001,2790-001	N0101,N,N03	0101,1669,1988,2790	N01,N,N,N01	UNI-004		NA	NA	matematika, funkcionalna analiza, teorija operatorjev, aditivni ohranjevalci, idempotenti, rang, mathematics, operator theory, rank, idempotents, additive preservers
1028	13814873		2-s2.0-29244472472	1	6	1.98	7	2005	Sandi Klavñar, Uroî Milutinovi“, Ciril Petr	Hanoi graphs and some classical numbers	Vol. 23	no. 4	str. 371-378	NA	0723-0869	sherpa_romeo	Expositiones mathematicae	05949,08727,16013	N0105,N0102,N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,0118-002,1554-001,2547-003	N0101,T08,N01,N01	0101,0118,0510,0552,1554,2547	N01,T08,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, teorija îtevil, hanojski grafi, Eulerjeva îtevila drugega reda, Lahova îtevila, Catalanova îtevila, mathematics, graph theory, number theory, Hanoi graphs, second-order Eulerian numbers, Lah numbers, Catalan numbers
1029	13815129		2-s2.0-24944564225	1	6	3	7	2005	Anita Buckley, Bal˙zs Szendr’i	Orbifold Riemann-Roch for threefolds with an applications to Calabi-Yau geometry	Vol. 14	no. 4	str. 601-622	NA	1056-3911	sherpa_romeo	Journal of algebraic geometry	19250	N0104	J1-8132	N0104	NA	NA	1554-001	N01	510,1554	T0707,N0201	UNI-001		NA	NA	algebrai”na geometrija, Riemann-Rochova formula, uteñeni projektivni prostor, stopni”asti kolobarji, orbimnogoterosti, 3-dimenzionalne Calabi-Yaujeve raznoterosti, algebraic geometry, Riemann-Roch formula, Weighted projective space, graded rings, orbifolds, Calabi-Yau threefolds
1030	13818713		2-s2.0-31044435035	3	1	1	4	2005	Vito Lampret	Estimating powers with base close to unity and large exponents	Vol. 13	no. 1	str. 21-34	NA	1315-2068		Divulgaciones matem˙ticas	2113	N0101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	matematika, analiza, aproksimacija potenc, asimptoti”ne neenakosti, eksponentna funkcija, ocena potenc, mathematics, analysis, approximation of powers, asymptotic inequalties, exponential function, estimation of powers
1031	13819481		2-s2.0-32244445506	3	0	0	3	2005	Marko Petkovîek, Tomañ Pisanski	Counting disconnected structures: chemical trees, fullerenes, I-graphs, and others	Vol. 78	no. 4	str. 563-567	NA	0011-1643	sherpa_romeo	Croatica chemica acta	1935,01941	N0103,N0105	J1-9187,J7-8279	N07,D	P1-0294	N07	0101-002,1554-001,1669-001,2790-001	N0103,N01,N,N03	0101,0510,1554,1669,1988,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	matematika, kombinatorne zvrsti, povezane strukture, nepovezane strukture, M’biusova inverzija, <U+25AB>$I$<U+25AB>-grafi, fulereni, preîtevanje, combinatorial species, connected structures, disconnected structures, M’bius inversion, <U+25AB>$I$<U+25AB>-graphs, chemical trees, enumeration, fullerenes
1032	13822235		2-s2.0-84914689688	5	1	0.5	6	2014	David Kaljun, Janez Çerovnik	Function fitting the symmetric radiation pattern of a LED with attached secondary optic	Vol. 22	iss. 24	str. 29587-29593	10.1364/OE.22.029587	1094-4087	sherpa_romeo	Optics express	3430,35436	N01,I	J1-8155,N1-0071	N0702,N0103	P1-0285,P2-0248	N01,T10	0101-001,0782-036	N0101,N01	0101,0510,0782	N01,T0707,T13	UNI-001		NA	NA	light emitting diodes, optical system design, optical engineering, konstruiranje opti”nih sistemov, opti”ni inñeniring, svetle”e diode
1033	13823577		2-s2.0-34247132690	0	0	0	0	1999	Blañ Zmazek, Janez Çerovnik	Algorithm for recognizing Cartesian graph bundles	Vol. 3	NA	str. 217-221	10.1016/S1571-0653(05)80060-5	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	3430,15571	N01,N0105	J1-8155,N1-0071	N0702,N0103	P1-0285,P1-0403,P2-0248	N01,N0103,T10	0101-001,0782-036,2547-003	N0101,N01,N01	0101,0510,0552,0782,2547	N01,T0707,D03,T13,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, kartezi”ni grafovski sveñnji, enoli”na lokalna produktna lastnost, osnovna faktorizacija, razpoznavanje, polinomski algoritem, mathematics, graph theory, Cartesian graph bundles, unique square property, fundamental factorization, polynomial algorithm, recognition
1034	13824345		2-s2.0-34247238317	0	0	0	0	2001	Blañ Zmazek, Janez Çerovnik	The obnoxious center problem on weighted cactus graphs	Vol. 8	NA	str. 133-136	10.1016/S1571-0653(05)80099-X	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	3430,15571	N01,N0105	J1-8155,N1-0071	N0702,N0103	P1-0285,P1-0403,P2-0248	N01,N0103,T10	0101-001,0782-036,2547-003	N0101,N01,N01	0101,0510,0552,0782,2547	N01,T0707,D03,T13,N	UNI-001,UNI-002		NA	NA	matematika, operacijsko raziskovanje, teorija grafov, lokacijski problemi, problem centra, nezañeljeni centri, algoritmi z linearno ”asovno zahtevnostjo, mathematics, operations research, graph theory, location problems, center problem, obnoxious facilities, linear time algorithm
1035	13825113		2-s2.0-34247162357	0	0	0	0	2002	Janez Çerovnik	Chromatic numbers of strong product of odd cycles	Vol. 11	NA	str. 647-652	10.1016/S1571-0653(04)00111-8	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	3430	N01	J1-8155,N1-0071	N0702,N0103	P1-0285,P2-0248	N01,T10	0101-001,0782-036	N0101,N01	0101,0510,0782	N01,T0707,T13	UNI-001		NA	NA	matematika, teorija grafov, krepki produkt grafov, kromati”no îtevilo, lih cikel, minimalna neodvisna dominantna mnoñica, mathematics, graph theory, strong product, chromatic number, odd cycle, minimal independent dominating set
1036	13825625		2-s2.0-34247138898	0	0	0	0	2003	Blañ Zmazek, Janez Çerovnik	On the weak reconstruction of strong product graphs	Vol. 13	NA	str. 123-127	10.1016/S1571-0653(04)00452-4	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	3430,15571	N01,N0105	J1-8155,N1-0071	N0702,N0103	P1-0285,P1-0403,P2-0248	N01,N0103,T10	0101-001,0782-036,2547-003	N0101,N01,N01	0101,0510,0552,0782,2547	N01,T0707,D03,T13,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, problem rekonstrukcije, îibka rekonstrukcija, krepki produkt grafov, mathematics, graph theory, reconstruction problem, strong product, composite graphs
1037	13826137		2-s2.0-34247149019	0	5	2.5	5	2004	Blañ Zmazek, Janez Çerovnik	Behzad-Vizing conjecture and Cartesian-product graphs	Vol. 17	NA	str. 297-300	10.1016/j.endm.2004.03.057	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	3430,15571	N01,N0105	J1-8155,N1-0071	N0702,N0103	P1-0285,P1-0403,P2-0248	N01,N0103,T10	0101-001,0782-036,2547-003	N0101,N01,N01	0101,0510,0552,0782,2547	N01,T0707,D03,T13,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, kartezi”ni produkt grafov, kromati”no îtevilo, popolno kromati”no îtevilo, Vizingova domneva, mathematics, graph theory, Cartesian graph product, chromatic number, total chromatic number, Vizing conjecture
1038	13826393		2-s2.0-34247101859	0	4	2	4	2005	Petra Ñparl, Janez Çerovnik	2-local distributed algorithms for generalized coloring of hexagonal graphs	Vol. 22	NA	str. 321-325	10.1016/j.endm.2005.06.042	1571-0653	sherpa_romeo	Electronic notes in discrete mathematics	3430,20495	N01,N0105	J1-8155,N1-0071	N0702,N0103	P1-0285,P2-0248	N01,T10	0101-001,0782-036	N0101,N01	0101,0510,0782	N01,T0707,T13	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, barvanje grafov, aproksimacijski algoritem, frekven”ni na”rt, <U+25AB>$k$<U+25AB>-lokalen porazdeljen algoritem, mathematics, graph theory, approximation algorithms, graph coloring, frequency planning, <U+25AB>$k$<U+25AB>-local distributed algorithm
1039	1383212		2-s2.0-0032405768	3	2	0.5	5	1998	Boñidar Krajn”i”, Joñe Nemec, Stanislav Tojnko, Andrej Vogrin	Promotion of flowering by Mn-EDDHA in the long-short-day plant Wolfia arrhiza (L.) Horkel ex Wimm.	153	No. 5/6	str. 777-780	NA	0176-1617	sherpa_romeo	Journal of Plant Physiology	02923,04606,13520,15067	N0105,N0304,B0301,B0301	V4-1612	B0301	NA	NA	0482-003	B0301	482,0552	N05,D03	UNI-002		NA	NA	NA
1040	13834023		2-s2.0-0032338188	0	48	48	48	1998	Rajmund Krivec	Hyperspherical-harmonics methods for few-body problems	Vol. 25	iss. 4	str. 199-238	NA	0177-7963	sherpa_romeo	Few-body systems	9087	N0202	NA	NA	P1-0035	N0202	0106-007	N02	106	N	NA	NA	NA	NA	NA
1041	1384108		2-s2.0-84922328699	1	14	1.77	15	2014	Jernej Pajek, A. J. Hutchison, Shiv Bhutani, Paul E C Brenchley, Helen Hurst, Maja Pohar Ohar Perme, Angela M. Summers, Anand Vardhan	Outcomes of peritoneal dialysis patients and switching to hemodialysis	Vol. 34	no. 3	str. 289-298	10.3747/pdi.2012.00248	0896-8608		Peritoneal dialysis international	23258,23437	M06,M08	NA	NA	P3-0154,P3-0323	M08,M06	0312-024,0381-012	M06,T0705	0312,0381,0510	M01,M,T0707	UNI-001		NA	NA	epidemiology, technique failure, survival, body mass index, vascular access
1042	13843801		2-s2.0-27844463165	8	19	6.33	27	2005	Sylvain Gravier, Sandi Klavñar, Michel Mollard	Codes and L(2,1)-labelings in Sierpi„ski graphs	Vol. 9	no. 4	str. 671-681	NA	1027-5487		Taiwanese journal of mathematics	5949	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, teorija grafov, <U+25AB>$L(2,1)$<U+25AB>-ozna”itev, <U+25AB>$\lambda$<U+25AB>-îtevilo, grafovske kode, popolne kode, grafi Sierpi„skega, mathematics, graph theory, <U+25AB>$L(2,1)<U+25AB>$-labelings, <U+25AB>$\lambda$<U+25AB>-number, codes in graphs, perfect codes, Sierpi„ski graphs
1043	13844697		2-s2.0-0034907070	1	58	9.69	59	2001	Alenka Mavri, Barbara Guñi”-Salobir, Barbara Salobir-Pajni”, Irena Keber, Janez Stare, Mojca Stegnar	Seasonal variation of some metabolic and haemostatic risk factors in subjects with and without coronary artery disease	Letn. 12	ît. 5	str. 359-365	NA	0957-5235	sherpa_romeo	Blood coagulation & fibrinolysis	00365,05034,08992,12541,14041,14642	M06,M06,M08,M01,M06,M06	J5-8232,J7-8276	D0201,M	P3-0154,P3-0308,P3-0314	M08,M06,M01	0312-001,0312-010,0312-045,0381-012	M06,M07,M01,T0705	0312,0381,0510	M01,M,T0707	UNI-001		NA	NA	Myocardial infarction, Etiology, Hematologic tests, Seasons, Risk factors, Coronary disease, Body mass index, Lipoproteins, Blood glucose, Insulin, Plasminogen activator inhibitor 1, Alteplase, Fibrinogen, Clot retraction, Platelet count, Analysis of variance
1044	13845337		2-s2.0-33646514843	0	0	0	0	2005	Matthew Henderson, John S. Shawe- Taylor, Janez Çerovnik	Mixture of vector experts	NA	NA	Str. 386-398	NA	0302-9743	sherpa_romeo	Lecture notes in computer science	3430,3966	N01,N0106	J1-8155,N1-0071	N0702,N0103	P1-0285,P2-0248	N01,T10	0101-001,0106-043,0782-036	N0101,T0707,N01	0101,0106,0510,0782	N01,N,T0707,T13	UNI-001		NA	NA	ra”unalniîtvo, algoritmi, statisti”na teorija u”enja, napovedi ekspertov, computer science, algorithms, statistical learning theory, expert predictions
1045	13846873		2-s2.0-44949267959	0	0	0	0	1990	Jure Ñkarabot	The extremal case of a matrix inequality	Vol. 134	NA	str. 129-136	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	11320	N0101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	matematika, linearna algebra, absolutna vrednost matrike, <U+25AB>$U$<U+25AB>-primerjalni operator, mathematics, linear algebra, matrix inequality, absolute value of matrix, <U+25AB>$U$<U+25AB>-comparison operator, Ostrowski comparison matrix
1046	13849433		2-s2.0-29244459672	1	1	0.5	2	2006	Michael Stiebitz, Riste Ñkrekovski	A map colour theorem for the union of graphs	Vol. 96	iss. 1	str. 20-37	10.1016/j.jctb.2005.06.003	0095-8956	sherpa_romeo	Journal of combinatorial theory	15518	N0105	J1-8130	N0105	P1-0383	N07	0101-001,1554-001,2784-002,2790-001	N0101,N01,T,N03	0101,0510,1554,1988,2784,2790	N01,T0707,N0201,N,N,N01	UNI-001,UNI-004		NA	NA	matematika, teorija grafov, grafi vloñeni na ploskev, barvanja grafa, mathematics, graph theory, graphs embedded on a surface, graph colorings, graph decomposition
