	LIST.ID	LIST.BIBL.UT	LIST.BIBL.EID	LIST.BIBL.AC	LIST.BIBL.CI	LIST.BIBL.CIAU	LIST.BIBL.TC	LIST.BIBL.PUBYEAR	LIST.BIBL.AUPUB	LIST.BIBL.TITLE	LIST.BIBL.VOLUME	LIST.BIBL.ISSUE	LIST.BIBL.PAGES	LIST.BIBL.DOI	LIST.SER.ISSN	LIST.SER.OA	LIST.SER.TITLE	LIST.CODES.RSR.VAL	LIST.CODES.RSR.SCI	LIST.CODES.PRJ.VAL	LIST.CODES.PRJ.SCI	LIST.CODES.PRG.VAL	LIST.CODES.PRG.SCI	LIST.CODES.GRP.VAL	LIST.CODES.GRP.SCI	LIST.CODES.ORG.VAL	LIST.CODES.ORG.SCI	LIST.CODES.UNI.VAL	LIST.CODES.UNI.SCI	LIST.CODES.NOR.VAL	LIST.CODES.NOR.SCI	TEME
7319	8478041		2-s2.0-0000693422	1	12	6	13	1980	Iv˙n Gutman, Bojan Mohar	Artifact in the topological resonance energy method	Let. 69	ît. 2	str. 375-377	NA	Sep-14	sherpa_romeo	Chemical Physics Letters	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, kvantna mehanika, resonan”na energija, molekularni grafi, mathematics, graph theory, quantum mechanics, resonance energy, molecular graphs
7320	8479321		2-s2.0-0041768372	4	42	42	46	1982	Bojan Mohar	The spectrum of an infinite graph	Let. 48	NA	str. 245-256	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, spekter grafa, neskon”ni graf, spektralni radij grafa, mathematics, graph theory, infinite graphs, graph spectrum, spectral radius
7321	8479577		2-s2.0-4243916972	0	13	6.5	13	1981	Iv˙n Gutman, Bojan Mohar	More difficulties with topological resonance energy	Let. 77	ît. 3	str. 567-570	NA	Sep-14	sherpa_romeo	Chemical Physics Letters	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, fizikalna kemija, topoloîka resonan”na energija, mathematics, graph theory, physical chemistry, topological resonance energy
7322	8481113		2-s2.0-0019994026	0	14	2.8	14	1982	Predrag Ili“, Bojan Mohar, J. V. Knop, Albin Juri“, Nenad I. Trinajsti“	The topology and the aromaticity of coumarins	Let. 19	NA	str. 625-630	NA	0022-152X	sherpa_romeo	Journal of heterocyclic chemistry	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, kemija, matemati”na kemija, kumarini, aromati”nost, mathematics, chemistry, chemical graph theory, coumarins, aromaticity
7323	8487719		2-s2.0-0348101482	0	7	3.5	7	1982	Rajmund Krivec, Martine V. Mihailovi“	On the description of 6Li by the cluster model	Vol. 8	NA	str. 821-825	NA	0305-4616		Journal of physics G. Nuclear physics	1342,09087	X,N0202	NA	NA	P1-0035	N0202	0106-007	N02	106	N	NA	NA	NA	NA	NA
7324	8487975		2-s2.0-49049139194	0	0	0	0	1982	Rajmund Krivec, Martine V. Mihailovi“	Program package for calculating matrix elements of two-cluster structures in nuclei	Vol. 28	NA	str. 153	NA	Oct-55	sherpa_romeo	Computer physics communications	1342,09087	X,N0202	NA	NA	P1-0035	N0202	0106-007	N02	106	N	NA	NA	NA	NA	NA
7325	8488793		2-s2.0-3142610285	1	33	16.5	34	1982	Bojan Mohar, Nenad I. Trinajsti“	On computation of the topological resonance energy	Let. 3	ît. 1	str. 28-36	NA	0192-8651	sherpa_romeo	Journal of computational chemistry	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, ra”unalniîtvo, fizikalna kemija, topoloîka resonan”na energija, prireditveni polinom grafa, ra”unalniîki programi, mathematics, graph theory, computer science, physical chemistry, topological resonance energy, matching polynomial, computer programme
7326	8493145		2-s2.0-46549103180	2	3	3	5	1985	Bojan Mohar	Akempic triangulations with 4 odd vertices	Let. 54	ît. 1	str. 23-29	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, triangulacije, Kempejeva ekvivalenca, nesingularna barvanja, napetostni grafi, mathematics, graph theory, triangulations, Kempe equivalence, nonsingular colorings, voltage graphs
7327	8493913		2-s2.0-0347069347	0	21	10.5	21	1985	Bojan Mohar, John S. Shawe- Taylor	Distance-biregular graphs with 2-valent vertices and distance-regular line graphs	Let. 38	ît. 3	str. 193-203	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931,3966	N0105,N0106	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001,0106-043	N0101,T0707	101,0106	N01,N	NA	NA	NA	NA	matematika, teorija grafov, grafi, razdaljno regularni grafi, razdaljno biregularni grafi, mathematics, graph theory, distance-regular graphs, distance-biregular graphs
7328	8497241		2-s2.0-0032415316	0	0	0	0	1998	Drago Bokal	Evolutionary algorithms for cluster geometry	No. 38	NA	str. 99-109	NA	0340-6253		MATCH Communications in Mathematical and in Computer Chemistry	22402	N0105	J1-8130,N1-0057	N0105,N0103	P1-0297	N01	0101-001,2547-002	N0101,N02	0101,0552,2547	N01,D03,N	UNI-002		NA	NA	matematika, ra”unalniîtvo, genetski algoritmi, lokalna optimizacija, poliedri, izoperimetri”ni kvocient, mathematics, computer science, local optimization, polyhedral clusters, isoperimetric quotient, genetic algorithms
7329	8498777		2-s2.0-46149135185	0	1	1	1	1986	Bojan Mohar	A common cover of graphs and 2-cell embeddings	Let. 40	ît. 1	str. 94-106	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, krovni grafi, ravninski grafi, razvejani krovi, vloñitve grafov, mathematics, graph theory, covering graphs, 2-cell embeddings, branched coverings, planar graphs
7330	8499033		2-s2.0-46149138381	0	2	2	2	1986	Bojan Mohar	On the cycle space of graphs	Let. 58	NA	str. 79-80	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, ravninski grafi, prostor ciklov, mathematics, graph theory, planar graphs, cycle space
7331	8500313		2-s2.0-45949126573	1	4	4	5	1987	Bojan Mohar	Simplicial schemes	Let. 42	ît. 1	str. 68-86	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, topologija, simplicialne sheme, napetostni grafi, simplicialni kompleks, psevdomnogoterost, nesingularne preslikave, razvejani krovi, bervanja, mathematics, graph theory, topology, simplicial complexes, pseudomanifolds, simplicial schemes, nonsingular maps, branched coverings, colorings
7332	8500758		2-s2.0-0344549675	2	0	0	2	2003	Matej Mencinger	Stability analysis of critical points in quadratic systems in [R][sup]3 which contain a plane of critical points	No. 150	NA	str. 388-392	NA	0375-9687		Progress of theoretical physics. Supplement	17809	N0101	N1-0063	N0101	P1-0288	N01	0101-001,0176-001,0797-011	N0101,N0202,N0101	0101,0176,0552,0797	N01,N0202,D03,T01	UNI-002		NA	NA	algebra, kvadrati”ne diferencialne ena”be, kriti”ne to”ke, stabilnost, quadratic differential equations, critical points, stability of origin
7333	8504417		2-s2.0-85057305582	0	0	0	0	2018	Samo Drobne, Mitja Lakner	The influence of the zonation effect on a system of hierarchical functional regions	Vol. 9	no. 2	str. 45-54	10.2478/bsrj-2018-0018	1847-9375	sherpa_romeo	Business systems research	3533,11215	N0103,T17	J6-9396,V6-1731	H12,H1202	P2-0191,P2-0227,P2-0406	T02,T17,T17	0792-014,0792-015	N0101,T17	510,0792	T0707,T01	UNI-001		NA	NA	primerjava, mera gru”, metri”na mera, mera SM, povpre”ni najve”ji deleñ, hierarhi”ne funkcionalne regije, ob”ine, Slovenija, comparison, clustering measure, metric measure, SM-measure, average maximum proportion, hierarchical functional regions, municipalities, Slovenia
7334	8504665		2-s2.0-38249037825	1	3	3	4	1987	Bojan Mohar	The enumeration of akempic triangulations	Let. 42	ît. 1	str. 14-23	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, enumeracija, 4-barvanja, Kempejeva zamena, triangulacije, mathematics, graph theory, enumeration, 4-colorings, Kempe equivalence, triangulations
7335	8505689		2-s2.0-0041411574	0	7	7	7	1988	Bojan Mohar	Branched coverings	Let. 3	NA	str. 339-348	NA	0179-5376	sherpa_romeo	Discrete & computational geometry	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, topologija, teorija grafov, razvejani krovi, simplicialne sheme, simplicialni psevdokompleki, mathematics, topology, graph theory, branched coverings, simplicial scheme, simplicial pseudocomplex
7336	8505945		2-s2.0-38249032783	2	11	11	13	1988	Bojan Mohar	Embeddings of infinite graphs	Let. 44	ît. 1	str. 29-43	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, vloñitve grafov, konci grafov, konci ploskev, neskon”ni grafi, mathematics, graph theory, infinite graphs, noncompact surfaces, ends of a graphs, embeddings, genus
7337	8506201		2-s2.0-38249030408	3	52	52	55	1988	Bojan Mohar	Isoperimetric inequalities, growth, and the spectrum of graphs	Let. 103	NA	str. 119-131	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, izoperimetri”ne neenakosti, rast grafa, spekter grafa, neskon”ni grafi, mathematics, graph theory, isoperimetric inequalities, growth, spectrum, infinite graphs
7338	8506457		2-s2.0-0039703147	0	4	4	4	1988	Bojan Mohar	Nonorientable genus of nearly complete bipartite graphs	Let. 3	NA	str. 137-146	NA	0179-5376	sherpa_romeo	Discrete & computational geometry	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, dvodelni grafi, neorientabilni rod, mathematics, graph theory, bipartite graphs, nonorientable genus
7339	8507481		2-s2.0-0012652117	0	17	8.5	17	1988	Chris D. Godsil, Bojan Mohar	Walk-generating functions and spectral measures of infinite graphs	Let. 107	NA	str. 192-206	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, neskon”ni grafi, spekter grafa, Plancherelova mera, sprehodi v grafu, mathematics, graph theory, infinite graphs, spectrum, Plancherel measure, walks in graph
7340	8511321		2-s2.0-0040689725	0	0	0	0	1998	Matej Breîar, Wallace S M Martindale, C. Robert Miers	Dependent automorphisms in prime rings	Let. 41	ît. 4	str. 452-462	NA	Aug-95	sherpa_romeo	Canadian mathematical bulletin	8721	N0104	N1-0061	N0104	P1-0288	N01	0101-001,1554-001,2547-003	N0101,N01,N01	0101,0510,0552,1554,2547	N01,T0707,D03,N0201,N	UNI-001,UNI-002		NA	NA	matematika, algebra, asociativni kolobarji, prakolobarji, avtomorfizmi, razîirjeni centroid, mathematics, associative rings, prime rings, automorphisms, extended centroid
7341	8511833		2-s2.0-0033476858	0	50	25	50	1999	Rajendra Bhatia, Peter Ñemrl	Othogonality of matrices and some distance problems	Let. 287	ît. 1-3	str. 77-85	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	5953	N01	J1-8133,N1-0061	N0104,N0104	P1-0288	N01	0101-001,1554-001	N0101,N01	0101,0510,1554	N01,T0707,N0201	UNI-001		NA	NA	matematika, linearna algebra, teorija matrik, operatorska teorija, Birkhoff-Jamesova ortogonalnost, odvajanja, norme, razdalja matrik, mathematics, functional analysis, operator theory, Birkhoff-Janes orthogonality, derivatives, norms, distance problems
7342	8512345		2-s2.0-0040814349	3	8	8	11	1999	Milan Hladnik	Schur norms of bicirculant matrices	Let. 286	ît. 1-3	str. 261-272	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	3429	N0101	NA	NA	NA	NA	NA	NA	NA	NA	UNI-001		NA	NA	matematika, linearna algebra, teorija matrik, cirkulantne matrike, Schurove norme, mathematics, linear algebra, matrix theory, circulant matrices, Schur norms
7343	8512601		2-s2.0-0039035710	1	1	1	2	1999	Grega Cigler	On matrix group with finite spectrum	Let. 286	ît. 1-3	str. 287-295	NA	0024-3795	sherpa_romeo	Linear Algebra and its Applications	13430	N0104	NA	NA	P1-0222	N01	0101-001,0106-014,1554-001	N0101,T0607,N01	0101,0106,0510,1554	N01,N,T0707,N0201	UNI-001		NA	NA	matematika, linearna algebra, teorija matrik, grupe matrik, kon”ni spekter, triangularizabilnost, Kol”inov izrek, mathematics, linear algebra, matrix theory, matrix groups, finite spectrum, triangularizability, Kolchin's theorem
7344	8512857		2-s2.0-84968518168	0	1	1	1	1989	Bojan Mohar	The diameter and the mean distance of a Riemannian manifold	Let. 21	ît. 2	str. 261-263	NA	0273-0979	sherpa_romeo	Bulletin (new series) of the American Mathematical Society	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, diferencialna geometrija, Riemannova mnogoterost, Laplace-Beltramijev operator, premer, mathematics, differential geometry, Riemannian manifold, Laplace-Beltrami operator, diameter
7345	8513113		2-s2.0-0001649842	4	188	188	192	1989	Bojan Mohar	Isoperimetric numbers of graphs	Let. 47	ît. 3	str. 274-291	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, izoperimetri”no îtevilo, lastne vrednosti, Laplaceova matrika, Cheegerjeva neenakost, mathematics, graph theory, isoperimetric number, eigenvalues, Laplacian matrix, Cheeger's inequality
7346	8513369		2-s2.0-3943079018	0	7	7	7	1989	Bojan Mohar	Computing the characteristic polynomial of a tree	Let. 3	NA	str. 403-406	NA	0259-9791	sherpa_romeo	Journal of mathematical chemistry	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, grafi, karakteristi”ni polinomi, drevesa, mathematics, graph theory, graphs, characteristic polynomials, trees
7347	8513625		2-s2.0-38249026556	1	20	20	21	1989	Bojan Mohar	An obstruction to embedding graphs in surfaces	Let. 78	NA	str. 135-142	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, grafi, vloñitve, rod grafa, mathematics, graph theory, graphs, embeddings, genus
7348	8519432		2-s2.0-34250096895	0	2	2	2	1988	Joso Vukman	Some remarks on derivations in Banach algebras and related results	Vol. 36	iss. 2-3	str. 165-175	10.1007/BF01836088	Jan-54	sherpa_romeo	Aequationes mathematicae	4310	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	matematika, funkcionalna analiza, Banachova algebra, derivacija, funkcionalna ena”ba, A-bilinearna forma, A-kvadratna forma, mathematics, functional analysis, Banach algebra, derivation, functional equation, A-bilinear form, A-quadrartic form
7349	8520025		2-s2.0-0002427040	3	180	180	183	1991	Bojan Mohar	Eigenvalues, diameter, and mean distance in graphs	Let. 7	NA	str. 53-64	NA	0911-0119	sherpa_romeo	Graphs and combinatorics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, lastna vrednost grafa, premer grafa, povpre”na razdalja, Laplaceova matrika, mathematics, graph theory, Laplace eigenvalue, Laplace matrix, diameter, mean distance
7350	8522073		2-s2.0-38149143883	2	20	20	22	1991	Bojan Mohar	Some relations between analytic and geometric properties of infinite graphs	Let. 95	NA	str. 193-219	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, neskon”ni grafi, prehodne matrike, Laplaceova matrika, amenabilnost, Kazhdanova lastnost (T), izoperimetri”no îtevilo, rast, konec, mathematics, graph theory, infinite graphs, transition matrices, Laplace matrix, amenability, Kahzdan property (T), isoperimetric number, growth, end
7351	8522504		2-s2.0-84968513263	4	9	9	13	1984	Joso Vukman	A result concerning additive functions in hermitian Banach [ast]-algebras and an application	Vol. 91	no. 3	str. 367-372	NA	Feb-39	sherpa_romeo	Proceedings of the American Mathematical Society	4310	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	matematika, funkcionalna analiza, vektorski prostor, aditivna funkcija, Banachova algebra, bilinearna forma, kvadratna forma, modul
7352	8523353		2-s2.0-0000011910	0	142	142	142	1992	Bojan Mohar	Laplace eigenvalues of graphs - a survey	Let. 109	NA	str. 171-183	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, Laplaceova matrika, Laplaceova lastna vrednost, prerez, gostota prerezov, razbitje, hiper graf, zeta funkcija, mathematics, graph theory, Laplace matrix, Laplace eigenvalue, cut, edge density, hypergraph, zeta function, partition
7353	8523865		2-s2.0-38249008557	4	16	8	20	1992	Aleksander Malni”, Bojan Mohar	Generating locally cyclic triangulations of surfaces	Let. 56	ît. 2	str. 147-164	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931,02507	N0105,N0105	J1-8130,J1-9108,J1-9109,J1-9187,N1-0062	N0105,N01,N01,N07,N0104	P1-0285,P1-0297	N01,N01	0101-001,0588-002,1669-001	N0101,D0103,N	0101,0510,0588,1669,1988	N01,T0707,D0103,N,N	UNI-001,UNI-004		NA	NA	matematika, teorija grafov, triangulacija ploskev, induktivni razredi, mathematics, graph theory, triangulations of surfaces, inductive classes
7354	8524121		2-s2.0-38249011568	2	13	13	15	1992	Bojan Mohar	A domain monotonicity theorem for graphs and Hamiltonicity	Let. 36	NA	str. 169-177	NA	0166-218X	sherpa_romeo	Discrete applied mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, lastne vrednosti, Laplaceova matrika, Hamiltonovi cikli, grafi, mathematics, graph theory, eigenvalues, Laplace matrix, Hamilton cycles, graphs
7355	8524633		2-s2.0-38249000671	1	27	27	28	1993	Bojan Mohar	A polynomial time circle packing algorithm	Let. 117	NA	str. 257-263	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, kroñna predstavitev, grafi na ploskvah, konveksna predstavitev, mathematics, graph theory, circle packing, map, convex representation
7356	8524889		2-s2.0-43949167558	0	0	0	0	1993	Bojan Mohar	7-critical graphs of bounded genus	Let. 112	NA	str. 279-281	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, barvanje grafov, rod grafov, mathematics, graph theory, colouring of graphs, genus of graphs
7357	8525657		2-s2.0-0040462903	0	12	3.98	12	1993	Iv˙n Gutman, Vesna Petrovi“, Bojan Mohar	Cyclic conjugation effects: individual, collective and overall	Let. 203	ît. 4	str. 378-382	NA	Sep-14	sherpa_romeo	Chemical Physics Letters	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, kemija, teorija grafov, topoloîka resonan”na energija, mathematics, chemistry, graph theory, topological resonance energy
7358	8526169		2-s2.0-0000437618	1	69	23.01	70	1993	Bojan Mohar, Darko Babi?, Nenad I. Trinajsti“	A novel definition of the Wiener index for trees	Let. 33	NA	str. 153-154	NA	0095-2338		Journal of chemical information and computer sciences	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, kemija, teorija grafov, Wienerjev index, Laplaceova matrika, mathematics, chemistry, graph theory, Wiener index, Laplace matrix
7359	8527449		2-s2.0-84987593465	2	24	12	26	1993	Martin Juvan, Bojan Mohar	Laplace eigenvalues and bandwidth-type invariants of graphs	Let. 17	ît. 3	str. 393-407	NA	0364-9024	sherpa_romeo	Journal of graph theory	1931,1122	N0105,N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	UNI-001		NA	NA	matematika, teorija grafov, pasovnost grafa, lastne vrednosti, Laplaceova matrika, slu”ajni grafi, mathematics, graph theory, bandwidth, eigenvalues, Laplacean matrix, random graphs
7360	8529672		2-s2.0-34250136937	0	0	0	0	1984	Joso Vukman	On irreducible operator [ast]-algebras on Banach spaces	Vol. 43	no. 1-2	str. 43-46	10.1007/BF01951323	0236-5294	sherpa_romeo	Acta mathematica Hungarica	4310	N0104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	matematika, funkcionalna analiza, teorija operatorjev, Banachov prostor, Hilbertov prostor, operatorska algebra
7361	8537689		2-s2.0-0001251445	5	10	5	15	1994	Steve Fisk, Bojan Mohar	Coloring graphs without short non-bounding cycles	Let. 60	ît. 2	str. 268-276	NA	0095-8956	sherpa_romeo	Journal of combinatorial theory	1931,11718	N0105,X	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, kombinatorika, teorija grafov, barvanje grafov, grafi na ploskvah, mathematics, combinatorics, graph theory, coloring graphs
7362	8537945		2-s2.0-51649131934	0	0	0	0	1994	Bojan Mohar	Convex representations of maps on the torus and other flat surfaces	Let. 11	NA	str. 83-95	NA	0179-5376	sherpa_romeo	Discrete & computational geometry	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, torus, ravna ploskev, konveksna predstavitev, mathematics, graph theory, maps, flat surface, convex representation
7363	8538201		2-s2.0-4043140918	0	2	0.66	2	1994	Steve Fisk, Bojan Mohar, Roman Nedela	Minimal locally cyclic triangulations of the projective plane	Let. 18	ît. 1	str. 25-35	NA	0364-9024	sherpa_romeo	Journal of graph theory	01931,11718,27776	N0105,X,N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, projektivna ravnina, lokalno cikli”en graf, triangulacija, mathematics, graph theory, projective plane, locally cyclic graph, triangulation
7364	8538457		2-s2.0-0029271288	3	9	4.5	12	1995	Martin Juvan, Bojan Mohar	Bond contributions to the Wiener index	Let. 35	NA	str. 217-219	NA	0095-2338		Journal of chemical information and computer sciences	1931,1122	N0105,N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	UNI-001		NA	NA	matematika, kemija, kemijska teorija grafov, molekulski grafi, Wienerjev indeks, algoritmi, mathematics, chemistry, chemical graph theory, molekular graphs, Wiener index, algorithms
7365	8539993		2-s2.0-0040847675	1	17	4.25	18	1995	Christoph Helmberg, Franz Rendl, Bojan Mohar, Svatopluk Poljak	A spectral approach to bandwidth and separator problems in graphs	Let. 39	ît. 1-2	str. 73-90	NA	0308-1087	sherpa_romeo	Linear and Multilinear Algebra	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, pasovnost, separatorji, lastne vrednosti, spekter, Laplaceova matrika, mathematics, graph theory, bandwidth, separators, eigenvalues, spectrum, Laplace matrix
7366	8540249		2-s2.0-21844506893	5	4	4	9	1995	Bojan Mohar	Uniqueness and minimality of large face-width embeddings of graphs	Let. 15	ît. 4	str. 541-556	NA	0209-9683	sherpa_romeo	Combinatorica	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, grafi na ploskvah, vloñitve, enoli”nost, Whitneyjeva ekvivalenca, celi”na îirina, mathematics, graph theory, graphs on surfaces, enbeddings, uniqueness, Whitney equivalence, face-width
7367	8541017		2-s2.0-0007372491	3	4	0.56	7	1998	Grega Cigler, Roman Drnovîek, Damjana Kokol-Bukovîek, Matjañ Omladi”, Thomas J. Laffey, Heydar Radjavi, Peter P. Rosenthal	Invariant subspaces for semigroups of algebraic operators	Let. 160	ît. 2	str. 452-465	NA	0022-1236	sherpa_romeo	Journal of functional analysis	01395,09573,11709,12190,13430	X,N0101,N0101,N0104,N0104	J1-8133	N0104	P1-0222,P1-0291	N01,N01	0101-001,0106-014,0584-001,1554-001	N0101,T0607,D02,N01	0101,0106,0510,0584,1554	N01,N,T0707,D0201,N0201	UNI-001		NA	NA	matematika, teorija operatorjev, polgrupe operatorjev, Banachovi prostori, invariantni podprostori, triangularizabilnost, komutatorji, mathematics, operator theory, semigroups of operators, Banach spaces, invariant subspaces, triangularizability, commutators
7368	8541785		2-s2.0-84957541420	0	3	1.5	3	1995	Bojan Mohar, Pierre Rosenstiehl	A flow approach to upward drawings of toroidal maps	NA	NA	Str. 33-39	NA	0302-9743	sherpa_romeo	Lecture notes in computer science	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, pretok, monotona vloñitev, risanje grafov, torus, mathematics, graph theory, flow, upward drawing, graph drawing
7369	8542041		2-s2.0-0029703220	4	25	25	29	1996	Bojan Mohar	Embedding graphs in an arbitrary surface in linear time	NA	NA	Str. 392-397	NA	0737-8017		Proceedings of the ... annual ACM Symposium on Theory of Computing	1931	N0105	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, teorija grafov, algoritmi, grafi na ploskvah, vloñitve, podgraf Kuratowskega, mathematics, graph theory, algorithms, graphs on surfaces, embeddings, Kuratowski subgraph
7370	8542297		2-s2.0-0011537343	1	7	2.32	8	1996	Bojan Mohar, Neil Martin Robertson, Richard P. Vitray	Planar graphs on the projective plane	Let. 149	ît. 1-3	str. 141-157	NA	0012-365X	sherpa_romeo	Discrete Mathematics	1931,11716	N0105,X	J1-8130,J1-9109	N0105,N01	P1-0297	N01	0101-001	N0101	101	N01	NA	NA	NA	NA	matematika, kombinatorika, teorija grafov, ravninski grafi, vloñitve, projektivna ravnina, mathematics, combinatorics, graph theory, planar graphs, embeddings, projective plane
7371	8551190		2-s2.0-1842481997	3	5	5	8	2004	Tatjana Petek	Linear mappings preserving similarity on B(H)	161	2	str. 177-186	NA	0039-3223	sherpa_romeo	Studia Mathematica	7680	N0101	N1-0063	N0101	P1-0288	N01	0101-001,0176-001,0796-012	N0101,N0202,N0105	0101,0176,0552,0796	N01,N0202,D03,T03	UNI-002		NA	NA	Hilbertovi prostori, Hilbert space, similarity-preserving mapping
